ticker,sector_group,potential_score,valuation_score,quality_score,growth_score,sentiment_score,fwd_return,fwd_return_net,decile,regime_label
PLPC,tech_hardware,79.5,89.67,61.54,82.9,86.15,-0.07017942312059966,-0.08017942312059965,10,R3
PLRX,healthcare,31.45,16.36,43.0,12.69,56.07,-0.33683048039757035,-0.34683048039757036,2,R3
PLSE,healthcare,17.15,0.2,1.0,,64.56,0.5081699346405228,0.49816993464052284,1,R3
PLTR,tech_software,55.23,13.47,77.37,59.63,81.58,2.9172976121141523,2.9132976121141523,7,R3
PLUG,industrials,29.29,0.0,31.3,97.87,2.0,-0.3622222222222222,-0.37222222222222223,2,R3
PLXS,tech_hardware,42.95,43.61,37.44,58.98,33.85,0.49079811338204005,0.48079811338204004,4,R3
PLYA,consumer_disc,57.35,28.21,64.89,77.38,70.0,0.4335260115606936,0.4235260115606936,8,R3
PLYM,reits,47.26,0.97,50.36,72.28,86.43,-0.2797645993662291,-0.2897645993662291,5,R3
PNNT,non_bank_financial,46.57,27.5,52.86,,65.91,0.16969696969696968,0.15969696969696967,5,R3
PNR,industrials,64.3,56.23,73.0,40.53,87.5,0.34901794545711473,0.3450179454571147,9,R3
PNTG,healthcare,54.05,30.0,57.69,,84.38,0.8548850574712643,0.8448850574712643,7,R3
PNW,utilities,60.79,56.07,39.58,81.4,76.92,0.1903071461645316,0.18030714616453158,9,R3
PODD,healthcare,35.58,5.11,53.47,76.98,14.75,0.25278827541708915,0.24878827541708914,3,R3
POOL,consumer_disc,45.71,26.75,69.69,22.32,63.33,-0.17091419219078796,-0.17491419219078796,5,R3
POST,consumer_staples,55.07,76.23,34.42,,52.63,0.1989552577787872,0.1889552577787872,7,R3
POWI,tech_hardware,35.69,11.41,72.58,16.17,39.39,-0.2621359223300971,-0.2721359223300971,3,R3
POWL,industrials,68.08,79.63,19.94,87.35,99.04,1.6309646412633025,1.6209646412633025,10,R3
PPC,consumer_staples,38.58,21.8,20.04,59.5,68.42,0.6614340263046243,0.6514340263046243,3,R3
PPG,industrials,55.42,37.86,64.31,,68.89,-0.22733356815780192,-0.23133356815780193,8,R3
PPL,utilities,47.11,46.84,12.5,95.35,48.08,0.21167593328038126,0.20767593328038125,5,R3
PR,energy,73.96,59.46,72.39,77.63,93.88,0.1746938775510205,0.1646938775510205,10,R3
PRCH,tech_software,30.92,21.35,19.47,,60.9,0.4642857142857142,0.4542857142857142,2,R3
PRCT,healthcare,31.46,0.0,13.11,97.17,38.52,1.0722977809591985,1.0622977809591985,2,R3
PRFT,tech_software,42.94,76.76,36.76,28.9,15.6,0.15405651777575202,0.144056517775752,4,R3
PRGO,healthcare,28.52,19.57,33.91,27.56,35.14,-0.21291448516579403,-0.22291448516579404,2,R3
PRGS,tech_software,65.74,75.14,91.91,44.5,36.47,0.15677887297749682,0.1467788729774968,10,R3
PRIM,industrials,68.87,93.55,31.34,79.76,74.0,1.3453827460510324,1.3353827460510324,10,R3
PRLB,industrials,40.29,31.87,31.6,15.26,89.42,-0.06031827515400412,-0.07031827515400411,4,R3
PRM,industrials,15.61,15.91,25.22,12.95,4.44,1.7456521739130437,1.7356521739130437,1,R3
PRME,healthcare,31.37,14.98,36.04,,48.99,-0.6681715575620768,-0.6781715575620768,2,R3
PRO,tech_software,28.41,0.0,21.66,29.82,78.2,-0.4351637019850477,-0.44516370198504773,2,R3
PRTA,healthcare,39.76,24.85,57.15,23.13,53.91,-0.6408915795266923,-0.6508915795266923,3,R3
PRVA,tech_software,43.31,42.3,32.71,83.49,19.92,-0.10942249240121582,-0.11942249240121582,4,R3
PSA,reits,61.6,90.29,50.36,,35.0,-0.015006282534553939,-0.01900628253455394,9,R3
PSN,industrials,55.44,45.27,36.14,83.4,69.7,0.4756817094562271,0.4656817094562271,8,R3
PSTG,tech_hardware,51.82,21.44,37.44,93.55,75.38,0.815199102636007,0.811199102636007,7,R3
PTC,tech_software,50.92,31.57,73.57,27.06,71.43,0.042409693644261504,0.0384096936442615,6,R3
PTCT,healthcare,75.37,92.0,77.0,68.66,55.24,0.5943396226415094,0.5843396226415094,10,R3
PTGX,healthcare,46.19,9.03,44.48,76.87,73.0,0.5965983427823811,0.5865983427823811,5,R3
PTLO,consumer_disc,31.34,32.09,34.26,31.83,25.71,-0.37664783427495296,-0.386647834274953,2,R3
PTON,consumer_disc,6.65,0.0,8.58,5.36,15.0,0.4548440065681445,0.4448440065681445,1,R3
PUBM,tech_software,46.18,43.66,64.05,27.52,43.42,-0.13549969343960755,-0.14549969343960756,5,R3
PUMP,energy,45.59,50.23,29.73,90.84,16.22,0.2159904534606203,0.20599045346062028,5,R3
PVH,consumer_disc,59.43,58.45,57.89,48.61,73.68,-0.1810784152556305,-0.19107841525563052,9,R3
PWP,non_bank_financial,26.62,28.77,11.11,18.75,52.78,0.8554522400676245,0.8454522400676245,1,R3
PWR,industrials,47.68,19.46,36.84,84.51,68.0,0.45460459065142644,0.45060459065142644,5,R3
PWSC,tech_software,46.47,33.45,58.65,37.16,57.89,-0.03183361629881154,-0.04183361629881154,5,R3
PXD,energy,50.73,23.73,68.02,48.77,68.37,0.2118842143113988,0.2078842143113988,6,R3
PYCR,tech_software,37.63,15.53,46.86,73.85,21.62,0.025937934228809523,0.01593793422880952,3,R3
QCOM,tech_hardware,66.7,68.93,77.61,41.84,72.73,0.10703142007111244,0.10303142007111243,10,R3
QDEL,healthcare,78.62,96.75,93.58,,31.15,-0.37924016282225237,-0.3892401628222524,10,R3
QLYS,tech_software,70.6,51.84,91.22,50.0,89.85,-0.3171999184837986,-0.3271999184837986,10,R3
QNST,tech_software,21.47,0.0,41.69,30.43,16.13,0.6653666146645867,0.6553666146645867,1,R3
QRVO,tech_hardware,28.09,19.97,26.39,13.49,56.82,-0.3633780303703046,-0.3673780303703046,1,R3
QS,industrials,14.65,0.0,4.72,,50.0,-0.19280575539568345,-0.20280575539568346,1,R3
QSR,consumer_disc,49.98,34.13,75.93,38.45,48.57,-0.19515570934256055,-0.19915570934256055,6,R3
QTWO,tech_software,41.65,26.03,31.64,37.61,82.52,1.0490670352453355,1.0390670352453355,4,R3
QURE,healthcare,47.38,34.99,87.0,3.73,53.57,1.0457902511078285,1.0357902511078285,5,R3
RAMP,tech_software,50.44,33.33,57.1,36.7,79.89,-0.22571277719113003,-0.23571277719113004,6,R3
RAPT,healthcare,31.26,11.92,43.21,,43.11,-0.9468812877263582,-0.9568812877263582,2,R3
RARE,healthcare,45.35,19.65,73.0,49.25,40.88,-0.12024257632789626,-0.13024257632789626,5,R3
RBA,industrials,44.41,32.7,47.64,,57.14,0.345840381362448,0.341840381362448,4,R3
RBLX,tech_software,33.93,0.24,23.66,61.47,70.68,0.352143482064742,0.348143482064742,2,R3
RCEL,healthcare,37.41,0.0,35.52,,95.08,-0.33381924198250723,-0.34381924198250724,3,R3
RCKT,healthcare,36.55,7.84,55.3,,52.71,-0.6282949616282949,-0.6382949616282949,3,R3
RCL,consumer_disc,45.23,3.41,14.37,97.32,98.33,0.7607458912768648,0.7567458912768648,5,R3
RCM,tech_software,45.49,55.14,36.11,71.1,19.08,0.3538315988647114,0.3438315988647114,5,R3
RCUS,healthcare,33.35,26.35,47.85,16.42,40.19,-0.25654450261780115,-0.26654450261780116,2,R3
RDNT,healthcare,50.21,35.77,30.86,52.7,95.9,0.978142076502732,0.968142076502732,6,R3
RDWR,tech_software,26.03,26.9,47.33,5.05,15.79,0.2811750599520384,0.2711750599520384,1,R3
REG,reits,52.9,66.02,50.36,29.7,60.0,0.06942175759555691,0.0654217575955569,7,R3
REGN,healthcare,46.27,59.1,54.0,30.6,32.08,-0.20654677990578696,-0.21054677990578696,5,R3
REPL,healthcare,41.27,19.59,50.86,,59.85,0.31198102016607354,0.30198102016607353,4,R3
REX,industrials,64.56,48.58,65.57,,86.67,-0.09640591966173351,-0.1064059196617335,9,R3
REXR,reits,45.51,22.33,50.36,86.14,32.86,-0.3126346718903035,-0.3166346718903035,5,R3
RGEN,healthcare,35.71,15.81,66.62,13.98,43.44,-0.1387096774193548,-0.1427096774193548,3,R3
RGNX,healthcare,25.71,30.04,11.0,11.94,53.34,-0.5816155988857938,-0.5916155988857938,1,R3
RGP,industrials,61.28,96.0,55.03,65.91,14.29,-0.3781174577634754,-0.3881174577634754,9,R3
RGR,consumer_disc,49.41,58.38,90.13,4.69,23.68,-0.2226019594440648,-0.2326019594440648,6,R3
RH,consumer_disc,68.07,61.82,71.26,88.57,52.63,0.420166049128585,0.410166049128585,10,R3
RHP,reits,43.34,2.08,50.36,,94.29,-0.0346774193548387,-0.0446774193548387,4,R3
RICK,consumer_disc,59.28,68.15,77.78,77.21,2.86,-0.17754569190600522,-0.18754569190600523,9,R3
RIVN,consumer_disc,45.8,24.14,36.43,100.0,37.29,-0.40963341858482527,-0.4136334185848253,5,R3
RKLB,industrials,34.31,0.0,5.15,100.0,60.61,3.8661844484629295,3.8561844484629297,2,R3
RL,consumer_disc,67.82,43.49,89.47,73.02,68.42,0.6732531500572736,0.6632531500572736,10,R3
RLAY,healthcare,45.63,24.5,30.66,94.03,49.83,-0.5958219800181652,-0.6058219800181652,5,R3
RLJ,reits,57.05,36.89,50.36,84.16,69.29,-0.12289395441030726,-0.13289395441030727,8,R3
RMBS,tech_hardware,56.5,20.22,59.08,85.2,78.03,-0.1761172161172162,-0.1861172161172162,8,R3
RMD,healthcare,54.39,58.83,70.74,55.75,23.77,0.3719660554269777,0.3679660554269777,7,R3
ROAD,industrials,50.38,23.11,28.31,92.16,80.0,1.0018382352941178,0.9918382352941177,6,R3
ROG,industrials,57.17,67.23,74.98,20.24,54.0,-0.277731506019535,-0.287731506019535,8,R3
ROIC,reits,33.33,24.27,50.36,35.64,20.71,0.2899628252788107,0.27996282527881067,2,R3
ROK,industrials,56.06,39.25,82.77,62.34,37.5,-0.10293477897132142,-0.10693477897132142,8,R3
ROKU,consumer_disc,44.57,15.48,25.72,61.54,96.88,-0.13604625790966618,-0.14004625790966618,4,R3
ROL,industrials,53.13,22.44,68.43,75.12,55.36,0.0694935217903414,0.0654935217903414,7,R3
ROLL,industrials,52.38,13.92,64.91,88.69,55.77,0.03324089999648994,0.023240899996489935,7,R3
ROP,industrials,56.39,34.6,77.35,61.93,53.85,-0.07128339952639329,-0.07528339952639329,8,R3
ROST,consumer_disc,56.52,25.38,74.46,66.97,67.11,0.10730661144801057,0.10330661144801057,8,R3
RPAY,tech_software,59.16,57.19,80.08,50.46,41.54,-0.1510538641686182,-0.16105386416861822,9,R3
RPD,tech_software,49.12,16.43,50.57,60.09,84.4,-0.3173380035026271,-0.3273380035026271,6,R3
RPM,industrials,53.18,36.19,51.45,76.32,57.78,0.09704008992131885,0.09304008992131885,7,R3
