ticker,sector_group,potential_score,valuation_score,quality_score,growth_score,sentiment_score,fwd_return,fwd_return_net,decile,regime_label
STAA,healthcare,43.59,12.45,76.61,66.67,53.6,-0.2664841182913472,-0.29036569163871057,6,R2
STAG,reits,64.98,71.88,50.38,69.57,76.52,-0.2781094527363185,-0.29237021812316405,10,R2
STAY,consumer_disc,62.34,29.46,77.69,,82.69,-0.3,-0.31627353767137356,9,R2
STE,healthcare,56.79,24.6,51.1,90.91,56.8,-0.16465554129225501,-0.17184998980772398,9,R2
STEP,non_bank_financial,20.82,16.07,54.44,,14.29,-0.3390290208841876,-0.36277441902562807,2,R2
STER,tech_software,31.04,33.59,34.81,,49.62,-0.25158459288152124,-0.28158459288152127,3,R2
STKS,consumer_disc,44.11,0.0,42.16,,96.77,-0.43536875495638383,-0.46536875495638386,6,R2
STLA,consumer_disc,65.96,89.15,74.84,,54.39,-0.08798114689709358,-0.0998961887163187,10,R2
STLD,industrials,65.65,69.43,36.65,89.47,70.97,0.7518900343642609,0.7426096033910027,10,R2
STM,tech_hardware,51.08,48.27,53.5,,57.06,-0.17297067573310665,-0.1818756828333532,7,R2
STMP,tech_software,40.69,62.23,82.76,3.09,94.28,-0.3,-0.32067978905977407,5,R2
STNE,tech_software,25.68,50.0,53.04,,0.68,-0.43092340730136003,-0.44814348379123214,2,R2
STOK,healthcare,29.36,16.36,,,45.49,-0.6348478532721967,-0.6648478532721968,3,R2
STOR,reits,46.03,57.29,50.38,54.35,21.97,-0.028147699757869238,-0.04374504355539529,6,R2
STRO,healthcare,22.17,30.64,60.06,15.25,47.79,-0.5120967741935485,-0.5420967741935485,2,R2
STX,tech_hardware,77.3,61.42,66.37,96.15,90.48,-0.4784984316503086,-0.4859969457544389,10,R2
SUMO,tech_software,23.58,0.0,35.73,51.23,14.45,-0.45722713864306785,-0.4868065646433245,2,R2
SUPN,healthcare,48.31,70.0,83.35,16.67,72.5,0.32990397805212623,0.30369953043047915,7,R2
SVC,reits,37.74,34.99,50.38,88.04,2.27,-0.08771929824561397,-0.11771929824561397,4,R2
SWAV,healthcare,59.0,0.0,35.73,98.99,92.0,0.11759098300902826,0.0984870245170041,9,R2
SWBI,industrials,63.33,100.0,98.89,16.67,80.65,-0.4342017368069472,-0.4626170977947395,10,R2
SWCH,tech_software,49.25,6.94,12.55,59.26,90.67,0.20386643233743418,0.18850749147332893,7,R2
SWK,industrials,33.76,67.24,46.97,9.72,16.84,-0.5406061360383347,-0.546750027200913,4,R2
SWKS,tech_hardware,54.42,86.68,76.68,65.22,14.82,-0.3573888196937506,-0.36439902491405396,8,R2
