ticker,sector_group,potential_score,valuation_score,quality_score,growth_score,sentiment_score,fwd_return,fwd_return_net,decile,regime_label
CCO,industrials,29.29,21.33,33.94,3.62,92.86,-0.2142857142857143,-0.2442857142857143,2,R3
CCOI,industrials,49.33,43.95,48.86,47.48,72.73,-0.0017825311942957223,-0.020538422092065224,7,R3
CCRN,healthcare,57.48,97.5,70.47,100.0,18.75,-0.19611307420494706,-0.22611307420494706,9,R3
CCSI,tech_software,22.38,96.34,68.0,12.39,8.46,-0.10415871804654708,-0.13415871804654708,2,R3
CCXI,healthcare,53.52,14.0,96.0,,53.59,-0.3,-0.32117789386448753,8,R3
CDAY,tech_software,43.45,6.5,29.07,66.06,47.56,0.04722884386174009,0.0365994081852504,6,R3
CDK,tech_software,42.37,70.4,45.5,,35.24,-0.3,-0.3175920978428424,5,R3
CDMO,healthcare,41.91,74.0,6.0,63.43,51.32,0.9092307692307693,0.8792307692307693,5,R3
CDNA,healthcare,8.66,0.0,31.76,10.38,32.79,0.9691666666666665,0.9391666666666665,1,R3
CDNS,tech_software,62.29,30.48,92.22,51.83,76.69,0.09777141388552346,0.0914541372961221,10,R3
CDRE,industrials,56.93,60.18,71.37,36.13,96.97,-0.015615240474703418,-0.04561524047470342,9,R3
CDW,tech_software,34.36,72.34,18.95,11.93,69.36,-0.18517341565280543,-0.19205298050244285,3,R3
CE,industrials,72.91,58.0,65.12,82.48,91.11,-0.5732823924642645,-0.5819491681310908,10,R3
CELC,healthcare,30.67,15.8,47.31,,43.62,-0.18188057652711054,-0.21188057652711054,3,R3
CENT,consumer_staples,45.85,74.16,39.05,25.78,66.67,-0.10423037716615702,-0.13293752922191104,6,R3
CEPU,utilities,84.77,99.52,88.76,,96.15,0.673311184939092,0.649311184939092,10,R3
CEQP,energy,46.98,36.96,40.62,100.0,54.05,-0.3,-0.3207267337231108,6,R3
CERE,healthcare,19.18,4.35,40.84,,21.87,0.060377358490566024,0.03998840438483132,1,R3
CERS,healthcare,8.53,0.0,27.84,41.51,9.02,-0.2685185185185185,-0.2985185185185185,1,R3
CERT,tech_software,26.87,30.07,61.44,34.86,25.38,-0.39681637293917005,-0.4268163729391701,2,R3
CFLT,tech_software,44.66,0.0,29.13,94.04,19.36,0.18119658119658122,0.15969786279558856,6,R3
CFX,industrials,26.71,2.5,40.09,54.5,24.0,-0.3,-0.3159596910838459,2,R3
CGBD,non_bank_financial,56.66,57.93,90.91,,52.27,0.3301476976542137,0.3001476976542137,9,R3
CGEM,healthcare,41.14,20.19,71.06,,49.71,0.09813542688910704,0.06813542688910704,5,R3
CGNX,tech_hardware,32.07,21.0,91.79,15.26,20.0,-0.10709929251036843,-0.12504855676953025,3,R3
CHCT,reits,23.67,13.59,50.36,57.43,10.0,-0.23353860729512077,-0.26243114625809383,2,R3
CHD,consumer_staples,57.18,25.95,78.16,49.46,78.95,0.08450092321060065,0.0779210253545186,9,R3
CHDN,consumer_disc,53.61,33.71,79.25,61.31,56.67,-0.05701067084545919,-0.06888720066010325,8,R3
CHE,healthcare,46.77,19.09,89.6,28.5,68.75,-0.10474185532854763,-0.11910400273438294,6,R3
CHH,consumer_disc,51.05,50.64,94.79,47.02,38.33,0.2550293188994137,0.2397625346281939,7,R3
CHKP,tech_software,52.58,78.41,95.37,22.48,63.72,0.1911774330780811,0.18402010300113852,8,R3
