ticker,sector_group,potential_score,valuation_score,quality_score,growth_score,sentiment_score,fwd_return,fwd_return_net,decile,regime_label
AMOT,tech_hardware,33.68,47.78,44.78,30.77,52.38,0.0639470782800442,0.0539470782800442,4,R2
AMP,non_bank_financial,52.36,41.69,33.33,,82.86,0.0780425622322154,0.07404256223221539,8,R2
AMPH,healthcare,29.51,14.52,46.45,,52.5,0.2065264061829113,0.19652640618291128,3,R2
AMPL,tech_software,35.67,0.0,34.54,,69.23,-0.7684170759350207,-0.7784170759350207,4,R2
AMRC,industrials,36.95,8.82,43.8,,83.33,-0.2946954813359528,-0.3046954813359528,4,R2
AMRK,non_bank_financial,55.68,61.14,35.56,,96.43,0.27328244274809155,0.26328244274809154,9,R2
AMRN,healthcare,42.63,34.19,43.82,,61.46,-0.48961424332344217,-0.4996142433234422,6,R2
AMRX,healthcare,26.16,42.86,36.37,26.67,40.0,-0.5427974947807933,-0.5527974947807933,2,R2
AMSWA,tech_software,48.97,36.74,47.39,,79.38,-0.43192291579388353,-0.44192291579388354,7,R2
AMT,industrials,40.73,20.2,48.16,,58.06,-0.22090149464516895,-0.22490149464516895,5,R2
AMWD,consumer_disc,8.37,43.29,26.13,6.67,5.71,-0.20490797546012263,-0.21490797546012264,1,R2
AMWL,tech_software,0.0,0.0,7.85,7.41,4.29,-0.42218543046357615,-0.43218543046357616,1,R2
AMZN,consumer_disc,33.78,6.25,57.81,43.1,30.23,-0.4609524952015355,-0.4649524952015355,4,R2
AN,consumer_disc,72.08,57.12,65.64,,91.23,-0.03166452717158741,-0.04166452717158741,10,R2
ANAB,healthcare,41.61,41.23,66.26,,47.88,-0.3642641346568839,-0.3742641346568839,5,R2
ANDE,consumer_staples,44.58,52.87,14.44,88.89,75.86,-0.09691752291030253,-0.10691752291030253,6,R2
ANET,tech_hardware,68.76,16.41,96.95,80.77,92.06,-0.1983861992209237,-0.2023861992209237,10,R2
ANF,consumer_disc,55.83,90.43,43.56,32.76,76.74,-0.2018374964111398,-0.2118374964111398,9,R2
ANGO,healthcare,36.42,14.71,34.98,29.29,93.6,-0.5116026105873821,-0.5216026105873821,4,R2
ANIK,healthcare,34.38,36.23,12.36,56.78,40.54,-0.1484789282723974,-0.1584789282723974,4,R2
ANIP,healthcare,31.83,21.43,33.35,23.33,80.0,-0.08289930555555558,-0.09289930555555558,3,R2
ANNX,healthcare,45.28,20.47,,,64.55,-0.5831157528285466,-0.5931157528285466,6,R2
ANSS,tech_software,59.23,38.55,91.46,52.47,66.56,-0.3807339449541284,-0.3847339449541284,9,R2
AON,non_bank_financial,47.52,21.39,50.7,50.0,67.86,0.030438983986747603,0.026438983986747603,7,R2
AORT,healthcare,15.12,15.39,49.11,32.32,15.2,-0.3572481572481573,-0.3672481572481573,1,R2
AOS,industrials,60.24,29.76,85.88,,76.84,-0.28971130611725804,-0.29371130611725804,9,R2
AOSL,tech_hardware,53.83,37.94,28.84,,95.02,-0.5013210039630119,-0.5113210039630119,8,R2
APA,energy,42.01,18.07,57.78,,66.19,0.6349614395886889,0.6309614395886889,5,R2
APAM,non_bank_financial,43.35,52.06,80.0,61.11,5.71,-0.20180995475113117,-0.21180995475113118,6,R2
APD,industrials,50.1,38.86,79.51,,46.81,0.05405108285389715,0.050051082853897144,7,R2
APH,tech_hardware,57.01,24.28,69.84,76.92,63.49,-0.08297567954220308,-0.08697567954220309,9,R2
APLE,reits,54.0,45.79,50.38,92.39,41.67,0.03852459016393439,0.02852459016393439,8,R2
APO,non_bank_financial,52.66,29.07,50.0,,80.0,-0.05697151424287861,-0.06097151424287861,8,R2
APP,tech_software,55.79,17.16,52.34,,87.76,-0.88998514746446,-0.89398514746446,9,R2
APPF,tech_software,26.37,7.79,44.62,39.51,31.24,-0.04468858417313726,-0.05468858417313726,2,R2
APPH,consumer_staples,0.0,0.0,1.85,,2.0,-0.7506426735218509,-0.7606426735218509,1,R2
APPN,tech_software,23.59,0.0,36.67,50.62,6.47,-0.5227725808925011,-0.5327725808925011,2,R2
APPS,tech_software,60.66,20.63,36.07,99.38,42.57,-0.7299557304476144,-0.7399557304476144,9,R2
APTV,consumer_disc,44.33,19.59,69.02,31.03,64.91,-0.3959381630797211,-0.3999381630797211,6,R2
APY,industrials,45.13,39.41,29.18,82.61,55.56,0.547569803516029,0.537569803516029,6,R2
AQUA,industrials,35.93,8.99,36.23,31.94,87.37,-0.13732620320855615,-0.14732620320855616,4,R2
AR,energy,54.16,48.65,63.33,17.86,87.25,0.6571428571428573,0.6471428571428572,8,R2
ARAY,healthcare,46.96,53.82,36.25,70.71,55.2,-0.5681341719077568,-0.5781341719077568,7,R2
ARCB,industrials,64.75,66.5,54.68,62.07,95.35,-0.34133219470538,-0.35133219470538,10,R2
ARCH,industrials,35.07,1.67,26.14,,88.71,0.7486806447011838,0.7386806447011838,4,R2
ARCO,consumer_disc,21.01,9.52,25.49,,48.39,0.4569789674952198,0.4469789674952198,2,R2
ARCT,healthcare,36.69,30.43,49.58,38.14,63.71,-0.529046203728722,-0.539046203728722,4,R2
ARE,reits,42.97,59.38,50.38,21.74,44.32,-0.3171370857673199,-0.3211370857673199,6,R2
ARES,non_bank_financial,44.73,15.49,29.72,,91.43,-0.07693393562958784,-0.08093393562958784,6,R2
ARHS,consumer_disc,15.28,31.19,43.3,,11.34,-0.09828009828009832,-0.10828009828009831,1,R2
ARKO,consumer_disc,22.84,47.99,29.85,,24.42,-0.06150061500615012,-0.07150061500615011,2,R2
ARLO,tech_hardware,6.92,0.0,6.25,34.78,25.0,-0.6301239275500476,-0.6401239275500477,1,R2
ARMK,consumer_disc,31.82,23.81,26.47,66.67,16.13,0.2097156398104265,0.1997156398104265,3,R2
ARNA,healthcare,7.47,2.17,33.71,,10.05,0.07585539057456425,0.06585539057456426,1,R2
ARNC,industrials,20.71,0.0,10.07,84.72,11.58,-0.3035443804907604,-0.3135443804907604,2,R2
ARQT,healthcare,17.44,14.89,,,30.79,-0.3351012536162006,-0.3451012536162006,1,R2
ARVN,healthcare,32.89,15.08,63.48,,41.17,-0.6163866569271974,-0.6263866569271974,4,R2
ARW,tech_hardware,59.76,79.53,37.4,,65.08,-0.17174350189915855,-0.18174350189915855,9,R2
ARWR,healthcare,57.7,20.0,53.08,87.29,42.18,-0.5018099547511312,-0.5118099547511312,9,R2
ASAN,tech_software,70.17,0.0,49.38,94.44,86.0,-0.8249496981891348,-0.8289496981891348,10,R2
ASH,industrials,49.59,48.18,44.34,,61.7,0.02484346596647158,0.014843465966471578,7,R2
