ticker,valuation_score_sf,quality_score_sf,growth_score_sf,sentiment_score_sf,potential_score_sf,valuation_score_fmp,quality_score_fmp,growth_score_fmp,sentiment_score_fmp,potential_score_fmp,in_sample
DHR,38.65,67.37,16.13,32.5,33.26,38.65,68.12,17.68,32.5,33.91,False
DHT,77.28,76.32,46.27,73.68,65.11,77.28,76.32,44.61,73.68,64.8,False
DICE,9.03,58.0,,48.98,45.34,9.03,57.69,,48.98,45.24,False
DIN,73.89,69.3,18.07,24.32,32.14,73.89,70.18,15.9,24.32,31.57,False
DINO,,,,,,,,,,,False
DIOD,65.34,42.03,24.71,26.09,30.56,65.34,42.03,25.58,26.09,30.86,False
DIS,56.06,39.74,44.44,70.97,50.27,56.06,36.52,44.44,70.97,49.48,False
DISH,8.7,37.5,6.62,27.14,9.44,8.7,37.5,9.4,27.14,10.28,False
DJCO,,,,,,,,,,,False
DK,,,,,,,,,,,False
DKL,36.11,65.79,,75.0,46.4,36.11,63.16,,75.0,45.73,False
DKNG,0.0,9.84,,38.71,13.77,0.0,9.84,,38.71,13.77,False
DKS,42.83,71.56,53.15,35.53,48.5,42.83,71.56,55.15,35.53,49.19,False
DLB,55.56,88.17,25.93,29.03,44.66,55.56,88.17,25.93,29.03,44.66,True
DLTR,17.24,58.06,42.26,19.35,33.19,17.24,59.14,45.01,19.35,34.03,True
DLX,90.32,54.85,16.07,7.55,32.86,90.32,55.46,15.55,7.55,32.86,False
DMLP,42.85,98.38,49.86,32.16,42.94,42.85,98.39,51.05,32.16,43.16,False
DNB,43.34,46.3,29.92,41.51,36.08,43.34,44.7,30.56,41.51,35.88,True
DNLI,16.7,54.81,,54.92,40.18,16.7,54.88,,54.92,40.21,False
DNOW,88.89,46.67,65.13,78.33,65.35,88.89,56.67,60.54,78.33,66.62,False
DNUT,3.45,43.01,50.99,3.23,14.2,3.45,43.01,55.72,3.23,15.08,False
DO,,,,,,,,,,,False
DOC,36.64,43.23,50.83,18.37,38.53,36.64,41.0,51.51,18.37,38.17,False
DOCN,8.58,16.39,,19.16,10.02,8.58,16.38,,19.16,10.02,False
DOCS,37.95,99.26,66.06,85.04,68.71,37.95,98.71,68.33,85.04,69.74,True
DOCU,65.33,85.3,34.39,50.36,49.01,65.33,77.96,58.37,50.36,59.66,True
DOLE,66.23,16.79,71.35,81.48,49.59,66.23,17.41,72.32,81.48,49.95,False
DOMO,0.0,38.92,15.38,94.53,22.74,0.0,40.37,44.34,94.53,37.59,True
DOOR,67.86,34.34,67.86,51.52,52.93,67.86,34.34,64.29,51.52,52.08,False
DORM,29.49,63.79,68.35,89.66,60.25,29.49,64.66,73.42,89.66,62.17,True
DOV,62.61,69.24,25.23,51.33,49.63,62.61,69.26,24.56,51.33,49.43,False
DOW,20.0,37.78,19.13,20.0,22.42,20.0,38.89,19.13,20.0,22.65,False
DOX,80.73,32.36,21.72,67.7,37.69,80.73,34.1,20.36,67.7,37.35,False
DPZ,31.18,84.21,13.66,27.03,33.53,31.18,85.09,14.75,27.03,34.08,False
DQ,68.97,91.12,,49.28,58.1,68.97,91.12,,49.28,58.1,False
DRE,23.49,64.06,,34.69,40.61,23.49,62.59,,34.69,40.07,False
DRH,24.89,26.97,,27.21,22.13,24.89,26.33,,27.21,21.89,False
DRI,50.69,73.68,56.09,86.49,65.25,50.69,72.81,56.09,86.49,65.08,True
DRNA,13.65,53.52,,48.98,44.65,13.65,53.39,,48.98,44.61,False
DRQ,92.86,80.0,79.52,59.17,68.75,92.86,3.33,91.81,59.17,54.88,True
DRS,37.74,63.69,53.12,76.32,52.98,37.74,62.79,50.0,76.32,51.81,False
DRVN,13.15,50.86,63.1,84.48,46.43,13.15,51.72,68.04,84.48,48.31,False
DSKE,51.05,39.74,62.79,63.46,44.2,51.05,37.82,65.12,63.46,44.42,True
DSP,40.71,41.63,75.11,39.32,47.95,40.71,43.54,74.21,39.32,47.86,False
DT,50.33,84.42,74.66,53.1,67.97,50.33,84.63,81.9,53.1,71.65,True
DTE,46.8,4.44,4.88,71.43,25.93,46.8,4.44,4.88,71.43,25.93,True
DTM,8.33,36.84,,75.0,35.69,8.33,39.47,,75.0,36.37,False
DUK,64.7,93.33,51.22,57.14,68.32,64.7,93.33,53.66,57.14,68.93,True
DUOL,6.82,66.61,92.45,100.0,69.92,6.82,51.72,94.34,100.0,67.61,True
DV,63.92,78.54,73.76,11.13,56.22,63.92,80.62,72.85,11.13,56.17,True
DVA,75.48,72.7,34.31,58.06,54.48,75.48,72.7,34.38,58.06,54.5,False
DVAX,46.57,42.98,16.2,43.58,23.5,46.57,42.98,15.49,43.58,23.12,False
DVN,49.45,44.0,42.67,33.8,41.49,49.45,52.0,31.86,33.8,41.2,True
DX,39.39,52.98,99.67,85.03,65.25,39.39,58.16,54.96,85.03,52.85,True
DXC,97.71,39.75,6.17,22.64,35.67,97.71,39.15,6.08,22.64,35.49,False
DXCM,21.64,71.59,73.2,21.67,45.32,21.64,71.83,76.59,21.67,46.53,True
DXPE,,,,,,,,,,,True
DY,43.85,57.71,59.31,73.21,54.9,43.85,53.25,65.36,73.21,55.6,True
DYN,17.25,,,60.45,39.97,17.25,,,60.45,39.97,False
EA,61.5,80.51,12.22,60.04,39.36,61.5,80.9,17.65,60.04,42.17,True
EAT,74.29,49.12,36.58,100.0,60.93,74.29,47.37,49.63,100.0,65.08,True
EBAY,43.0,80.58,35.69,85.53,57.85,43.0,82.0,38.91,85.53,59.24,True
EBF,94.85,72.65,22.55,41.59,48.5,94.85,72.95,23.59,41.59,48.89,False
EBS,96.3,24.69,,19.51,39.25,96.3,24.69,,19.51,39.25,False
ECHO,34.27,22.44,,63.46,38.3,34.27,24.36,,63.46,38.98,False
ECL,16.14,64.44,75.63,75.56,55.11,16.14,64.44,74.78,75.56,54.91,True
ECOM,70.81,73.65,,44.98,62.32,70.81,75.16,,44.98,62.91,False
ED,56.52,51.11,39.02,51.02,49.01,56.52,51.11,39.02,51.02,49.01,False
EDR,11.36,55.96,85.19,51.61,51.58,11.36,54.88,85.19,51.61,51.32,True
EEFT,74.9,32.4,46.51,50.94,47.85,74.9,31.72,44.19,50.94,46.98,False
EFC,46.44,63.19,,84.35,55.46,46.44,62.36,,84.35,55.16,False
EFX,23.06,64.04,37.24,62.26,43.81,23.06,64.7,36.64,62.26,43.8,False
EG,,,,,,,,,,,False
EGP,13.22,59.48,76.55,48.98,47.42,13.22,75.07,73.59,48.98,50.49,True
EGY,28.21,36.0,76.52,23.19,27.29,28.21,40.0,74.52,23.19,27.76,False
EHAB,25.0,30.52,9.19,70.97,22.05,25.0,27.18,9.38,70.97,21.59,True
EHC,61.48,87.99,66.67,93.55,73.97,61.48,86.26,83.33,93.55,79.45,True
EIX,51.28,22.22,92.68,4.08,45.16,51.28,20.0,92.68,4.08,44.48,False
EL,11.28,66.35,9.38,9.26,25.37,11.28,66.98,9.31,9.26,25.55,False
ELAN,59.07,49.55,43.89,70.73,51.6,59.07,50.39,43.89,70.73,51.73,True
ELF,11.15,79.37,100.0,7.41,44.96,11.15,80.0,100.0,7.41,45.15,True
ELS,25.83,57.41,44.09,43.54,40.4,25.83,55.64,27.02,43.54,34.71,True
EMBC,83.24,61.7,,31.71,48.11,83.24,63.37,,31.71,48.52,False
EME,55.35,72.29,69.49,67.86,64.67,55.35,74.07,71.33,67.86,65.67,True
EMN,71.47,45.56,33.24,42.22,47.75,71.47,46.67,32.16,42.22,47.72,False
EMR,59.69,84.0,78.22,67.26,71.87,59.69,80.47,76.24,67.26,70.4,True
ENB,18.3,39.47,20.88,77.63,38.15,18.3,42.11,19.22,77.63,38.4,False
ENBL,55.91,50.0,,28.29,45.39,55.91,50.0,,28.29,45.39,False
ENFN,15.96,50.83,62.44,69.89,49.52,15.96,52.57,63.35,69.89,50.32,False
ENLC,47.51,34.21,50.0,32.89,38.81,47.51,36.84,46.67,32.89,38.76,False
ENPH,62.86,70.06,32.96,6.52,37.25,62.86,70.07,32.16,6.52,36.97,True
ENR,90.69,54.42,40.32,18.84,48.27,90.69,54.42,40.32,18.84,48.27,True
ENS,70.53,43.07,75.81,24.64,52.94,70.53,43.55,64.52,24.64,49.67,True
ENSG,25.24,74.05,74.88,80.65,62.04,25.24,75.72,73.96,80.65,61.99,True
ENTG,43.69,43.63,62.36,21.74,42.71,43.69,43.63,65.06,21.74,43.64,True
ENV,28.85,44.5,17.19,49.82,26.51,28.85,31.63,15.38,49.82,23.1,True
ENVA,,,,,,,,,,,True
ENVX,0.0,2.38,98.02,1.77,20.36,0.0,2.38,99.01,1.77,20.66,False
EOG,61.17,68.0,78.57,45.61,60.8,61.17,74.0,78.57,45.61,62.06,False
EOLS,0.0,28.92,88.46,29.27,32.51,0.0,28.08,92.31,29.27,33.7,True
EPAC,9.11,30.63,63.37,59.29,35.36,9.11,30.33,62.38,59.29,34.99,False
EPAM,46.16,81.85,48.7,24.53,48.97,46.16,81.85,47.87,24.53,48.73,True
EPC,83.75,47.05,47.92,18.52,48.4,83.75,48.3,46.94,18.52,48.59,False
EPD,42.66,31.58,41.86,60.53,44.06,42.66,34.21,31.37,60.53,42.71,True
EPR,49.67,75.39,34.32,97.96,55.92,49.67,77.17,53.11,97.96,62.14,True
EPRT,21.51,48.43,89.4,90.48,56.68,21.51,63.4,85.79,90.48,59.39,True
EQH,,,,,,,,,,,False
EQIX,12.53,47.11,56.57,81.63,43.45,12.53,45.0,59.45,81.63,43.79,True
EQR,42.82,57.56,32.87,53.74,43.73,42.82,61.31,33.36,53.74,44.83,True
EQRX,19.56,,,48.98,31.85,19.56,,,48.98,31.85,False
EQT,7.4,58.0,37.52,94.17,45.58,7.4,68.0,36.71,94.17,47.54,False
ERAS,19.32,47.33,,52.01,35.13,19.32,47.74,,52.01,35.26,False
ERII,33.51,75.47,36.75,26.55,33.56,33.51,75.47,36.91,26.55,33.61,True
ES,45.76,97.78,31.71,53.06,57.68,45.76,97.78,31.71,53.06,57.68,False
ESAB,39.17,57.67,45.0,84.96,51.09,39.17,56.47,51.63,84.96,52.78,True
ESI,44.64,57.78,,35.56,42.11,44.64,57.78,,35.56,42.11,False
ESLT,28.0,54.6,,81.58,50.39,28.0,54.6,,81.58,50.39,False
ESMT,16.0,56.84,98.64,44.98,67.33,16.0,58.78,98.19,44.98,67.48,True
ESRT,48.8,47.74,25.58,14.29,31.39,48.8,45.16,26.3,14.29,30.95,False
ESS,40.79,62.22,37.31,57.14,46.13,40.79,60.83,36.69,57.14,45.58,False
ESTA,0.0,31.84,22.33,35.83,11.83,0.0,31.6,22.33,35.83,11.8,True
ESTC,20.17,44.27,75.57,17.34,49.15,20.17,45.88,74.66,17.34,49.0,False
ESTE,13.88,52.0,85.71,62.58,42.16,13.88,60.0,85.71,62.58,43.84,False
ET,60.11,23.68,96.67,39.47,52.64,60.11,26.32,93.33,39.47,52.59,False
ETD,64.52,90.54,10.74,75.68,44.65,64.52,91.44,10.4,75.68,44.71,False
ETN,20.01,68.1,71.54,45.13,51.59,20.01,69.6,70.73,45.13,51.73,False
ETNB,8.88,,,46.01,27.0,8.88,,,46.01,27.0,False
ETR,18.07,54.44,7.32,100.0,36.66,18.07,54.44,9.76,100.0,37.27,False
ETRN,41.24,81.58,56.67,21.05,44.64,41.24,81.58,53.33,21.05,44.04,False
ETSY,50.65,76.17,43.11,57.89,53.45,50.65,70.25,45.11,57.89,52.96,True
ETWO,25.14,24.85,,43.61,21.89,25.14,26.82,,43.61,22.66,False
EU,17.42,3.31,,2.17,0.0,17.42,3.31,,2.17,0.0,False
EVA,,,,,,,,,,,True
EVBG,17.44,40.8,39.82,44.98,30.56,17.44,42.77,39.82,44.98,30.95,False
EVCM,47.55,72.36,6.79,43.98,21.18,47.55,64.14,26.7,43.98,29.61,True
EVER,65.38,49.51,64.29,58.82,49.83,65.38,50.55,67.86,58.82,51.35,False
EVGO,0.0,6.41,,98.08,19.98,0.0,6.41,,98.08,19.98,False
EVH,18.63,9.79,96.38,17.52,46.48,18.63,10.12,95.48,17.52,46.09,False
EVLV,,,,,,,,,,,False
EVOP,54.66,77.86,44.8,44.98,52.41,54.66,80.88,44.8,44.98,52.99,False
EVR,,,,,,,,,,,False
EVRG,74.48,86.67,43.9,83.67,70.87,74.48,84.44,43.9,83.67,70.19,False
EVRI,20.83,12.61,,78.57,26.72,20.83,12.61,,78.57,26.72,False
EVTC,78.37,51.49,81.71,79.25,66.78,78.37,51.49,81.06,79.25,66.58,True
EW,54.94,92.69,36.94,29.17,46.85,54.94,92.66,38.48,29.17,47.37,False
EWTX,13.21,51.61,,58.07,38.62,13.21,51.67,,58.07,38.63,False
EXAS,8.41,43.07,64.08,80.83,48.67,8.41,43.42,65.05,80.83,49.06,False
EXC,70.35,42.22,78.05,79.59,64.15,70.35,40.0,80.49,79.59,64.09,False
EXE,17.9,66.0,16.38,88.37,45.57,17.9,30.0,53.57,88.37,44.77,True
EXEL,56.34,82.64,45.77,51.69,51.44,56.34,82.64,45.77,51.69,51.44,True
EXLS,60.56,30.35,55.66,57.85,49.7,60.56,31.92,55.2,57.85,49.78,True
EXOD,50.0,22.9,,58.21,32.48,50.0,22.88,,58.21,32.47,False
EXP,49.19,77.78,55.56,43.94,53.06,49.19,76.77,45.11,43.94,50.37,True
EXPD,47.93,72.44,17.84,55.77,45.22,47.93,72.44,9.22,55.77,42.64,True
EXPE,56.0,71.04,61.96,77.97,64.9,56.0,73.48,64.53,77.97,66.28,True
EXPI,,,,,,,,,,,False
EXR,28.87,56.31,77.79,46.94,51.84,28.87,57.11,73.78,46.94,50.82,True
EXTR,30.86,69.71,46.88,61.29,44.77,30.86,70.79,48.08,61.29,45.4,False
EYE,9.36,18.97,33.82,93.42,36.41,9.36,14.28,38.76,93.42,37.18,True
EYPT,0.0,48.62,26.92,68.29,24.3,0.0,48.62,26.92,68.29,24.3,False
EZPW,,,,,,,,,,,True
F,44.96,25.86,68.85,27.59,44.25,44.96,26.72,73.87,27.59,46.16,False
FA,5.85,51.12,49.96,67.92,37.05,5.85,51.14,47.97,67.92,36.46,True
FANG,32.57,76.0,50.19,17.48,39.69,32.57,42.0,73.38,17.48,36.76,True
FARO,5.74,37.7,75.0,91.3,44.24,5.74,37.7,75.0,91.3,44.24,False
FBHS,37.1,67.12,51.34,63.51,54.68,37.1,67.12,52.01,63.51,54.91,False
FBRT,42.2,74.63,,21.09,43.54,42.2,73.56,,21.09,43.14,False
FCFS,,,,,,,,,,,True
FCN,,,,,,,,,,,False
FCPT,43.96,62.97,66.19,77.55,56.84,43.96,66.52,63.79,77.55,57.01,True
FCX,44.96,58.33,56.83,40.32,48.16,44.96,58.33,54.66,40.32,47.64,True
FDP,69.57,15.58,23.96,98.15,45.45,69.57,16.82,23.72,98.15,45.77,True
FDS,38.88,69.34,22.58,24.32,36.59,38.88,70.69,22.58,24.32,36.93,True
FDUS,51.51,85.57,,56.52,59.97,51.51,84.54,,56.52,59.58,False
FDX,62.74,46.47,46.51,25.0,45.32,62.74,47.76,46.51,25.0,45.64,False
FE,21.56,62.22,63.41,26.53,44.13,21.56,60.0,65.85,26.53,44.07,False
FELE,63.34,61.12,43.64,22.12,45.17,63.34,61.13,43.46,22.12,45.12,False
FFIV,67.13,78.67,16.74,82.85,45.39,67.13,80.19,14.93,82.85,44.77,False
FG,,,,,,,,,,,False
FHI,57.62,57.07,57.81,97.83,62.82,57.62,54.94,54.33,97.83,61.07,True
FI,52.97,63.19,51.09,54.72,54.63,52.97,63.85,51.66,54.72,54.96,True
FICO,29.13,88.45,46.15,36.68,49.47,29.13,88.45,46.15,36.68,49.47,True
FIGS,3.23,64.86,89.82,59.46,49.61,3.23,64.86,91.29,59.46,50.12,True
FIS,18.77,30.74,2.33,56.6,23.22,18.77,30.09,2.33,56.6,23.06,False
FIVE,31.98,60.47,75.87,69.74,59.75,31.98,61.17,75.17,69.74,59.64,False
FIVN,45.37,35.95,61.99,7.66,40.48,45.37,37.89,62.9,7.66,41.31,False
FIX,40.16,73.13,94.29,85.71,71.19,40.16,73.12,94.15,85.71,71.15,True
FIZZ,,,,,,,,,,,False
FL,11.29,14.41,30.05,70.27,27.28,11.29,15.32,29.51,70.27,27.27,True
FLEX,65.04,35.56,35.66,81.16,49.8,65.04,37.03,48.06,81.16,53.88,True
FLGT,35.55,10.74,17.61,52.16,16.12,35.55,10.74,16.9,52.16,15.75,True
FLIR,38.2,71.2,,34.78,48.98,38.2,71.2,,34.78,48.98,False
FLNC,,,,,,,,,,,False
FLNG,65.38,92.11,43.33,44.08,55.77,65.38,89.47,40.0,44.08,54.61,False
FLOC,,,,,,,,,,,False
FLR,63.54,58.02,36.91,50.0,49.55,63.54,58.02,44.1,50.0,51.7,True
FLS,63.99,31.6,63.12,48.67,50.94,63.99,33.39,57.28,48.67,49.64,True
FLT,58.57,71.83,74.63,83.02,69.94,58.57,71.85,72.56,83.02,69.32,True
FLUT,7.14,24.49,77.36,76.27,51.38,7.14,22.6,58.68,76.27,44.55,True
FLWS,0.0,19.0,5.69,5.26,0.0,0.0,20.33,4.71,5.26,0.0,False
FLXN,0.0,29.09,,51.22,26.84,0.0,29.09,,51.22,26.84,False
FLYW,62.19,15.17,43.94,2.7,25.69,62.19,12.47,83.87,2.7,39.14,True
FMC,23.86,67.78,15.63,40.0,31.65,23.86,67.78,14.55,40.0,31.39,False
FN,24.98,56.14,82.2,31.88,48.13,24.98,56.14,82.02,31.88,48.08,True
FNA,0.0,41.13,74.76,99.17,47.41,0.0,40.91,75.73,99.17,47.71,False
FND,13.63,36.64,53.06,26.32,32.79,13.63,38.69,53.34,26.32,33.29,False
FNMA,,,,,,,,,,,False
FOCS,46.7,16.75,90.62,25.0,50.17,46.7,16.75,84.85,25.0,48.13,False
FOE,35.43,44.44,,56.67,45.17,35.43,44.44,,56.67,45.17,False
FOLD,20.39,61.98,57.04,45.72,47.24,20.39,61.98,57.75,45.72,47.62,True
FOR,,,,,,,,,,,False
FORG,0.0,45.69,90.5,44.98,57.53,0.0,45.68,89.59,44.98,57.07,True
FORM,18.96,36.75,36.97,15.22,20.25,18.96,40.14,47.37,15.22,24.51,True
FOUR,78.66,29.2,88.69,54.38,66.89,78.66,27.63,88.24,54.38,66.36,True
FOX,77.78,72.58,22.22,90.32,57.17,77.78,70.97,22.22,90.32,56.77,True
FOXF,33.33,59.33,25.17,8.93,23.33,33.33,62.94,25.79,8.93,24.41,False
FPAC,,,,,,,,,,,False
FPI,,,,,,,,,,,True
FPRX,12.78,53.22,,48.98,44.41,12.78,53.11,,48.98,44.37,False
FR,27.06,53.84,69.08,54.42,48.5,27.06,52.83,69.47,54.42,48.36,False
FRHC,27.29,100.0,,89.19,67.97,27.29,100.0,,89.19,67.97,False
FRO,46.15,2.63,76.67,50.0,39.18,46.15,2.63,76.67,50.0,39.18,False
FROG,21.22,72.35,81.0,74.18,65.89,21.22,73.86,80.54,74.18,65.96,True
FRPH,,,,,,,,,,,False
FRPT,5.32,25.76,96.35,14.81,27.52,5.32,25.76,96.4,14.81,27.52,False
FRT,44.41,60.6,61.04,42.18,51.5,44.41,62.64,56.99,42.18,50.78,True
FRTA,59.16,32.32,,51.52,49.26,59.16,33.33,,51.52,49.54,False
FSLR,59.76,59.15,88.47,29.71,60.53,59.76,57.21,90.94,29.71,60.99,True
FSLY,24.58,22.49,49.77,31.57,28.14,24.58,22.64,50.68,31.57,28.63,False
FSS,37.0,56.38,79.0,68.14,57.73,37.0,56.68,78.17,68.14,57.56,True
FTAI,,,,,,,,,,,True
FTDR,,,,,,,,,,,False
FTI,41.27,43.33,66.97,93.33,58.17,41.27,46.67,64.8,93.33,58.48,False
FTK,20.45,33.33,97.44,100.0,52.27,20.45,33.33,97.44,100.0,52.27,True
FTNT,44.66,89.39,62.9,77.92,67.37,44.66,89.21,63.8,77.92,67.79,True
FTRE,57.14,5.79,23.94,51.53,20.29,57.14,5.79,22.54,51.53,19.53,False
FTV,47.9,73.06,19.08,39.13,42.74,47.9,73.06,23.23,39.13,43.99,False
FUBO,5.56,8.06,88.89,100.0,45.47,5.56,8.06,92.59,100.0,46.78,False
FUL,41.5,34.44,56.22,33.33,37.81,41.5,36.67,56.22,33.33,38.27,False
FULC,16.62,38.37,92.96,49.85,58.81,16.62,38.47,92.25,49.85,58.45,False
FUN,86.36,59.25,66.04,5.08,50.36,86.36,54.15,79.25,5.08,53.9,True
FUSN,8.3,46.21,50.0,48.98,36.03,8.3,45.98,50.0,48.98,36.0,False
FVRR,26.21,54.6,46.43,76.47,40.72,26.21,54.6,50.0,76.47,41.98,False
FWRD,62.55,63.46,58.14,80.77,55.06,62.55,65.38,60.47,80.77,56.23,False
FWRG,20.1,25.44,87.08,40.54,40.32,20.1,21.93,84.91,40.54,38.87,True
FYBR,18.84,45.83,42.74,71.43,39.75,18.84,45.83,39.96,71.43,38.92,False
G,70.13,71.36,39.53,98.11,64.42,70.13,72.04,31.46,98.11,62.17,True
GAIN,58.28,47.92,,63.04,46.48,58.28,49.11,,63.04,46.93,False
GAMB,71.77,89.52,69.48,88.14,68.66,71.77,70.59,73.4,88.14,66.24,True
GATO,42.11,49.93,,43.55,34.72,42.11,49.93,,43.55,34.72,False
GATX,28.64,35.9,83.72,88.46,55.66,28.64,35.9,86.05,88.46,56.36,False
GBDC,31.71,51.43,,43.48,39.99,31.71,50.4,,43.48,39.59,False
GBT,11.25,89.26,,48.98,55.8,11.25,89.26,,48.98,55.8,False
GBTG,44.68,28.98,58.14,29.84,36.25,44.68,30.41,57.69,29.84,36.3,False
GBX,75.52,25.0,76.74,78.85,57.01,75.52,22.44,79.07,78.85,57.07,True
GCMG,26.1,29.15,71.88,86.96,49.0,26.1,25.89,60.17,86.96,44.07,True
GCT,42.0,12.57,,36.13,18.33,42.0,13.64,,36.13,18.75,False
GD,86.51,81.81,53.46,28.95,63.31,86.51,80.01,57.39,28.95,64.03,True
GDDY,42.07,68.2,39.29,70.59,51.86,42.07,68.2,42.86,70.59,53.12,False
GDEN,39.82,41.26,11.88,30.51,18.23,39.82,44.25,10.46,30.51,18.33,False
GDOT,,,,,,,,,,,True
GDP,0.0,16.0,,62.58,24.5,0.0,18.0,,62.58,25.01,False
GDRX,71.57,58.54,61.65,6.67,39.66,71.57,58.65,61.24,6.67,39.54,True
GDS,3.92,6.11,16.29,91.24,19.03,3.92,6.1,14.48,91.24,18.12,False
GDYN,39.84,27.2,27.6,30.11,19.43,39.84,29.33,27.6,30.11,19.85,True
GE,19.7,83.39,83.25,92.92,68.6,19.7,84.59,83.13,92.92,68.86,False
GEF,86.39,43.11,10.89,63.72,43.86,86.39,43.41,11.88,63.72,44.23,False
GEHC,49.69,28.42,,28.28,32.08,49.69,30.56,,28.28,32.91,False
GEL,0.0,5.26,43.24,86.84,23.14,0.0,7.89,54.8,86.84,25.79,True
GEN,75.8,87.17,34.84,70.44,54.68,75.8,87.36,34.84,70.44,54.72,False
GEO,45.96,65.28,21.18,99.32,46.23,45.96,63.36,20.6,99.32,45.56,False
GERN,25.54,90.08,99.3,51.93,71.11,25.54,90.08,98.59,51.93,70.73,True
GES,42.48,50.94,63.97,14.47,34.5,42.48,52.42,74.25,14.47,38.33,True
GETY,39.65,65.99,25.0,8.82,24.93,39.65,65.99,28.57,8.82,26.2,False
GEVO,0.0,2.22,,97.78,24.22,0.0,2.22,,97.78,24.22,False
GFF,76.96,54.55,21.43,77.27,53.8,76.96,54.55,21.43,77.27,53.8,False
GFL,,,,,,,,,,,False
GGG,38.85,94.64,30.03,57.52,51.97,38.85,95.24,30.04,57.52,52.12,False
GH,0.0,22.29,84.47,96.67,53.12,0.0,22.01,85.44,96.67,53.41,True
GHC,,,,,,,,,,,True
GHM,5.22,11.31,90.1,94.69,39.86,5.22,11.02,89.11,94.69,39.49,False
GHRS,24.44,93.84,,47.06,48.46,24.44,93.72,,47.06,48.42,False
GIII,98.39,54.95,71.75,37.84,58.86,98.39,54.95,87.9,37.84,64.43,True
GILD,59.77,38.02,30.99,49.83,38.11,59.77,38.02,31.69,49.83,38.49,True
GIS,68.9,66.86,44.79,42.59,57.62,68.9,66.88,42.7,42.59,57.23,False
GKOS,0.0,39.46,67.96,20.83,31.63,0.0,39.23,68.93,20.83,31.93,False
GLBE,8.21,7.56,,39.47,14.84,8.21,7.56,,39.47,14.84,False
GLDD,90.7,26.15,30.71,71.43,42.83,90.7,31.06,31.35,71.43,44.24,True
GLP,63.96,13.16,39.8,84.21,44.3,63.96,15.79,29.31,84.21,42.95,False
GLPI,37.17,77.39,45.29,67.35,52.52,37.17,76.49,45.55,67.35,52.37,False
GLRE,,,,,,,,,,,False
GLUE,80.96,48.29,,75.25,57.48,80.96,48.3,,75.25,57.48,False
GLUU,32.88,48.02,,44.98,43.29,32.88,49.76,,44.98,43.97,False
GLW,21.76,45.88,27.5,55.07,34.88,21.76,45.4,30.24,55.07,35.58,True
GM,84.43,46.55,53.16,63.79,59.87,84.43,48.28,55.2,63.79,60.92,False
GME,17.7,43.47,4.48,67.11,26.31,17.7,44.17,2.99,67.11,25.93,True
GMED,77.32,53.36,85.75,38.33,63.88,77.32,50.7,85.97,38.33,63.53,True
GMRE,26.97,54.95,48.6,5.44,29.43,26.97,52.24,48.79,5.44,28.8,False
GMS,64.98,47.47,82.74,81.82,67.43,64.98,47.47,83.18,81.82,67.54,False
GMTX,8.44,,,48.64,30.0,8.44,,,48.64,30.0,False
GNE,51.69,11.11,95.12,95.92,46.33,51.69,11.11,97.56,95.92,46.94,False
GNK,47.22,69.23,23.68,15.38,32.78,47.22,69.23,27.13,15.38,33.81,False
GNL,65.53,44.18,69.11,82.31,58.04,65.53,42.56,69.32,82.31,57.69,False
GNRC,59.28,70.18,33.55,25.0,45.1,59.28,71.98,36.92,25.0,46.56,True
GNTX,51.62,87.07,50.8,10.34,45.71,51.62,88.79,51.24,10.34,46.21,True
GO,26.62,48.39,73.41,6.45,33.13,26.62,47.31,69.42,6.45,32.06,True
GOGO,11.5,63.29,47.44,60.0,35.13,11.5,63.29,44.66,60.0,34.3,True
GOLF,46.55,57.0,,67.8,53.98,46.55,59.5,,67.8,54.75,False
GOOD,21.82,39.22,,66.67,30.14,21.82,37.78,,66.67,29.61,False
GOOG,43.18,74.2,60.71,32.35,54.58,43.18,75.18,64.29,32.35,56.08,True
GOSS,16.23,43.8,,42.46,28.59,16.23,43.89,,42.46,28.62,False
GPC,31.54,44.22,57.02,44.74,44.54,31.54,45.61,57.3,44.74,44.91,False
GPCR,11.78,,,51.41,31.79,11.78,,,51.41,31.79,False
GPI,49.94,53.02,63.68,94.83,63.84,49.94,55.17,65.89,94.83,65.03,False
GPK,,,,,,,,,,,True
GPN,82.93,47.78,8.39,16.98,37.21,82.93,47.13,8.04,16.98,36.95,False
GPOR,17.14,56.0,40.71,68.14,39.82,17.14,66.0,39.9,68.14,41.77,False
GPRE,3.77,10.0,22.3,2.22,0.0,3.77,8.89,51.34,2.22,5.75,True
GPS,74.59,41.06,62.73,55.26,55.78,74.59,35.78,63.24,55.26,54.9,True
GPX,,,,,,,,,,,False
GRA,27.27,47.78,,56.67,42.93,27.27,48.89,,56.67,43.23,False
GRBK,,,,,,,,,,,True
GRC,80.54,45.01,81.8,46.02,55.23,80.54,43.82,80.91,46.02,54.67,True
GRMN,42.43,87.08,68.37,71.01,65.35,42.43,86.6,69.07,71.01,65.44,True
GRNT,,,,,,,,,,,False
GRPN,21.72,46.02,17.86,97.06,31.62,21.72,46.08,21.43,97.06,32.9,True
GRUB,10.61,29.14,,42.65,27.25,10.61,29.14,,42.65,27.25,False
GSAT,28.54,52.78,77.35,45.71,42.6,28.54,52.78,77.35,45.71,42.6,False
GSBD,86.4,93.33,62.5,10.87,60.46,86.4,93.38,63.64,10.87,60.87,False
GSHD,,,,,,,,,,,True
