ticker,valuation_score_sf,quality_score_sf,growth_score_sf,sentiment_score_sf,potential_score_sf,valuation_score_fmp,quality_score_fmp,growth_score_fmp,sentiment_score_fmp,potential_score_fmp,in_sample
SHW,22.94,77.78,62.1,86.67,59.66,22.94,77.78,59.1,86.67,58.94,False
SHYF,,,,,,,,,,,False
SIBN,0.0,37.79,81.55,88.33,46.48,0.0,37.54,82.52,88.33,46.77,True
SIC,,,,,,,,,,,False
SIG,57.24,53.86,26.05,42.11,38.56,57.24,55.94,25.07,42.11,38.64,False
SIGA,96.07,99.44,,30.83,61.71,96.07,99.44,,30.83,61.71,False
SILK,0.0,32.15,88.35,62.5,41.7,0.0,31.89,89.32,62.5,41.99,False
SIMO,6.27,53.94,35.89,73.19,36.97,6.27,53.45,36.33,73.19,37.02,False
SIRI,43.18,75.1,18.52,6.45,30.34,43.18,74.03,18.52,6.45,30.08,True
SITC,96.47,50.75,,62.59,63.26,96.47,48.79,,62.59,62.54,False
SITE,,,,,,,,,,,False
SITM,0.0,25.27,17.54,63.04,20.88,0.0,25.75,17.54,63.04,20.98,False
SIX,28.55,65.0,22.64,33.9,30.63,28.55,70.75,20.75,33.9,31.13,False
SJI,33.09,8.89,,12.24,19.46,33.09,8.89,,12.24,19.46,False
SJM,62.68,52.66,39.58,38.89,49.33,62.68,55.16,38.78,38.89,49.94,False
SJW,71.71,60.0,65.85,18.37,55.33,71.71,44.44,78.05,18.37,53.66,True
SKT,18.38,57.32,44.0,89.12,42.68,18.38,55.63,45.02,89.12,42.57,False
SKX,59.68,72.97,92.3,48.65,69.39,59.68,72.97,93.88,48.65,69.93,True
SKY,,,,,,,,,,,False
SKYT,40.71,10.73,96.49,47.1,45.6,40.71,10.73,97.37,47.1,45.9,False
SKYW,,,,,,,,,,,True
SLAB,7.41,46.63,10.1,54.84,23.34,7.41,45.56,16.35,54.84,24.94,True
SLB,53.97,83.33,46.24,45.0,55.43,53.97,83.33,41.89,45.0,54.64,True
SLCA,77.65,79.17,78.26,38.71,63.62,77.65,79.17,78.26,38.71,63.62,True
SLDB,13.76,26.19,,48.32,25.5,13.76,26.4,,48.32,25.56,False
SLDP,0.0,3.57,100.0,20.35,24.87,0.0,4.46,91.09,20.35,22.43,True
SLG,48.9,55.17,,87.07,54.87,48.9,52.81,,87.07,54.0,False
SLGC,32.19,16.53,61.97,48.98,39.86,32.19,16.53,63.38,48.98,40.61,False
SLGN,,,,,,,,,,,False
SLM,,,,,,,,,,,True
SLNO,8.54,40.05,,54.33,36.53,8.54,40.05,,54.33,36.53,False
SLP,55.86,40.5,43.66,60.45,38.09,55.86,40.5,43.66,60.45,38.09,True
SLQT,,,,,,,,,,,True
SLVM,,,,,,,,,,,False
SM,48.72,54.0,31.48,8.73,32.14,48.72,64.0,38.67,8.73,35.55,True
SMAR,13.31,52.21,91.86,67.34,68.71,13.31,52.07,90.95,67.34,68.23,True
SMCI,64.09,45.99,100.0,3.23,56.59,64.09,45.99,100.0,3.23,56.59,True
SMG,,,,,,,,,,,False
SMLR,52.5,68.6,28.17,50.19,31.74,52.5,68.6,28.17,50.19,31.74,True
SMMT,2.96,39.47,,75.27,43.44,2.96,39.6,,75.27,43.48,False
SMP,59.05,45.69,26.35,72.41,38.49,59.05,67.24,30.77,72.41,44.31,True
SMPL,49.19,60.76,72.92,44.44,53.26,49.19,61.39,71.43,44.44,53.17,True
SMR,,,,,,,,,,,False
SMTC,17.4,36.41,54.64,49.28,36.98,17.4,36.41,55.12,49.28,37.14,False
SMWB,21.21,38.69,75.0,67.65,43.52,21.21,38.69,78.57,67.65,44.78,True
SN,11.29,59.46,100.0,86.49,67.95,11.29,58.56,93.75,86.49,65.61,True
SNA,82.87,92.6,41.74,76.11,70.06,82.87,93.2,41.69,76.11,70.19,False
SNAP,10.1,18.57,53.57,5.88,24.18,10.1,19.61,57.14,5.88,25.7,False
SNCY,,,,,,,,,,,False
SNDK,21.79,23.42,,64.18,29.75,21.79,23.42,,64.18,29.75,False
SNDL,14.81,14.63,100.0,14.63,34.11,14.81,23.09,73.08,14.63,26.17,True
SNDR,43.56,40.38,21.97,82.69,39.54,43.56,39.1,25.42,82.69,40.25,True
SNDX,18.46,83.47,57.18,51.48,47.83,18.46,83.47,56.94,51.48,47.7,False
SNEX,95.17,23.59,80.65,86.49,66.97,95.17,22.24,80.65,86.49,66.64,False
SNH,68.96,22.6,27.13,61.9,33.34,68.96,57.61,41.61,61.9,46.72,True
SNOW,5.46,65.39,92.76,86.5,74.87,5.46,65.97,92.76,86.5,74.98,False
SNPO,43.16,38.21,62.9,34.78,36.18,43.16,38.21,61.29,34.78,35.7,False
SNPS,28.43,84.02,61.09,46.53,58.08,28.43,84.04,61.99,46.53,58.53,True
SNX,70.6,46.57,54.3,73.58,58.46,70.6,46.59,52.96,73.58,58.07,True
SOFI,,,,,,,,,,,True
SOI,35.71,3.33,44.4,82.5,32.97,35.71,66.67,28.93,82.5,43.46,True
SOLY,0.0,,,53.33,27.2,0.0,,,53.33,27.2,False
SON,,,,,,,,,,,True
SONO,0.0,33.87,7.41,9.68,5.56,0.0,33.87,7.41,9.68,5.56,True
SOUN,0.0,13.05,99.55,51.28,57.82,0.0,13.05,99.55,51.28,57.82,False
SOVO,19.4,28.23,87.5,62.04,40.26,19.4,28.86,87.76,62.04,40.5,True
SP,38.7,26.48,95.35,33.96,41.69,38.7,26.51,93.02,33.96,41.0,False
SPB,80.65,21.62,45.71,18.92,37.91,80.65,22.52,48.57,18.92,39.08,True
SPG,42.16,79.99,40.27,76.19,54.79,42.16,78.8,41.48,76.19,54.86,True
SPGI,46.06,54.98,63.81,35.14,51.79,46.06,54.9,61.22,35.14,50.86,False
SPH,66.24,68.89,9.76,14.29,35.76,66.24,66.67,12.2,14.29,35.7,False
SPIR,0.0,1.92,,47.17,4.0,0.0,1.92,,47.17,4.0,False
SPNE,0.0,29.28,,53.33,27.71,0.0,29.05,,53.33,27.65,False
SPNS,70.62,39.04,29.86,49.82,30.15,70.62,41.32,30.32,49.82,30.82,False
SPNT,,,,,,,,,,,False
SPOK,48.29,76.79,71.37,51.43,52.93,48.29,76.79,71.37,51.43,52.93,False
SPOT,17.12,27.33,82.14,94.12,56.78,17.12,19.98,85.71,94.12,56.24,True
SPR,0.0,15.44,68.75,39.47,27.29,0.0,15.44,65.62,39.47,26.35,True
SPSC,36.11,61.33,71.95,11.68,50.97,36.11,62.85,71.04,11.68,50.81,True
SPT,9.62,33.73,73.08,8.57,24.43,9.62,33.73,73.08,8.57,24.43,False
SPTN,57.07,18.28,25.6,35.48,27.6,57.07,18.28,29.67,35.48,28.36,False
SPXC,25.31,52.06,88.29,61.95,54.36,25.31,48.15,87.36,61.95,53.11,True
SQ,52.87,16.5,68.33,57.48,53.19,52.87,17.02,67.87,57.48,53.06,True
SQSP,24.16,72.95,54.75,53.28,52.1,24.16,74.84,54.3,53.28,52.24,True
SRC,39.37,44.27,73.06,34.69,48.04,39.37,43.0,74.41,34.69,48.14,False
SRCL,,,,,,,,,,,False
SRDX,0.0,47.57,53.4,13.33,19.36,0.0,47.93,53.4,13.33,19.42,True
SRE,81.24,20.0,17.07,16.33,36.65,81.24,28.89,7.32,16.33,36.91,True
SRPT,31.89,43.8,66.9,61.76,55.34,31.89,43.8,67.61,61.76,55.72,True
SRRA,7.33,22.89,,48.98,33.71,7.33,22.89,,48.98,33.71,False
SRRK,5.2,45.54,,68.78,42.45,5.2,45.56,,68.78,42.46,False
SSD,63.81,87.34,50.69,30.36,56.32,63.81,87.34,50.9,30.36,56.38,True
SSNC,75.13,50.04,25.34,75.36,43.69,75.13,47.33,24.43,75.36,42.7,True
SSP,92.17,59.22,29.63,41.94,42.25,92.17,58.15,29.63,41.94,41.98,True
SSTK,48.03,59.99,42.86,11.76,32.08,48.03,59.99,46.43,11.76,33.34,False
ST,61.89,46.8,39.65,11.59,37.64,61.89,46.8,43.02,11.59,38.65,True
STAA,0.0,71.68,24.39,4.17,10.88,0.0,72.45,24.77,4.17,11.14,False
STAG,23.24,58.94,66.05,60.54,48.59,23.24,66.58,65.79,60.54,50.46,True
STAY,16.27,55.78,,33.9,35.1,16.27,56.06,,33.9,35.19,False
STE,55.65,53.01,54.63,74.17,58.35,55.65,50.21,62.1,74.17,60.48,True
STEP,25.1,63.19,,91.3,55.05,25.1,64.38,,91.3,55.5,False
STER,34.28,32.57,26.02,55.11,23.64,34.28,34.5,25.57,55.11,23.78,True
STGW,,,,,,,,,,,True
STLA,100.0,87.93,100.0,8.62,72.43,100.0,87.93,15.38,8.62,43.24,True
STLD,,,,,,,,,,,True
STM,89.37,60.77,89.47,60.14,74.37,89.37,68.03,33.33,60.14,56.45,True
STMP,51.65,82.3,,44.98,61.13,51.65,82.13,,44.98,61.07,False
STNE,43.1,31.87,,74.27,46.71,43.1,33.39,,74.27,47.31,False
STOK,16.73,45.64,,40.47,28.24,16.73,45.42,,40.47,28.17,False
STOR,27.93,52.61,70.05,34.69,48.07,27.93,49.83,70.66,34.69,47.55,False
STRA,,,,,,,,,,,True
STRL,33.79,86.56,,89.29,64.72,33.79,87.45,,89.29,65.04,False
STWD,71.31,58.73,,78.23,65.66,71.31,57.26,,78.23,65.12,False
STX,44.05,55.56,6.08,66.67,39.03,44.05,56.51,7.42,66.67,39.67,True
STZ,,,,,,,,,,,False
SU,,,,,,,,,,,False
SUI,23.83,30.96,,70.75,34.04,23.83,28.32,,70.75,33.07,False
SUM,45.56,39.39,62.5,77.27,55.06,45.56,40.4,58.93,77.27,54.42,True
SUMO,0.0,27.02,76.47,44.98,52.03,0.0,27.19,75.57,44.98,51.61,False
SUN,,,,,,,,,,,False
SUPN,40.0,68.49,12.56,87.8,42.18,40.0,69.32,15.5,87.8,43.33,True
SVC,33.98,31.57,35.52,2.04,19.52,33.98,30.77,38.9,2.04,20.36,True
SVRA,11.56,51.1,,43.26,30.59,11.56,51.28,,43.26,30.64,False
SVV,23.12,39.17,58.21,36.84,31.9,23.12,40.53,62.69,36.84,33.71,False
SWAV,11.8,91.31,98.06,53.33,62.88,11.8,91.57,98.06,53.33,62.92,False
SWBI,96.43,98.2,6.25,2.63,41.3,96.43,98.2,6.25,2.63,41.3,False
SWCH,45.84,11.18,,44.98,31.99,45.84,11.17,,44.98,31.99,False
SWIM,13.94,22.22,16.47,78.79,23.24,13.94,22.22,15.88,78.79,23.1,False
SWK,61.02,21.2,10.95,15.93,25.17,61.02,21.5,12.15,15.93,25.6,False
SWKS,78.75,52.28,22.81,29.71,39.84,78.75,51.79,22.81,29.71,39.74,False
SWM,,,,,,,,,,,False
SWN,8.33,26.0,38.1,70.43,32.18,8.33,24.0,40.48,70.43,32.19,True
SWTX,16.21,76.86,73.08,55.96,62.45,16.21,76.86,72.64,55.96,62.21,False
SXC,,,,,,,,,,,True
SXI,13.92,50.4,32.57,28.32,25.92,13.92,56.71,43.72,28.32,30.83,True
SXT,19.68,48.89,56.01,91.11,50.05,19.68,50.0,54.08,91.11,49.82,False
SYK,31.88,71.6,58.39,75.83,57.79,31.88,72.65,51.54,75.83,55.59,True
SYKE,62.68,24.52,,44.98,41.21,62.68,26.57,,44.98,42.01,False
SYM,,,,,,,,,,,False
SYNA,18.49,49.56,1.36,15.69,8.89,18.49,51.07,1.36,15.69,9.18,False
SYNH,49.48,36.43,47.57,53.33,47.52,49.48,37.0,47.57,53.33,47.61,False
SYRE,20.17,28.94,,58.15,32.48,20.17,29.03,,58.15,32.51,False
SYY,61.52,58.06,83.73,45.16,60.36,61.52,58.06,87.02,45.16,60.98,True
T,63.5,84.33,34.83,74.29,61.69,63.5,84.33,32.05,74.29,60.86,False
TACO,45.07,35.09,,22.22,33.21,45.07,35.96,,22.22,33.47,False
TALK,5.26,13.33,87.5,90.32,46.41,5.26,16.67,87.5,90.32,46.94,True
TALO,84.84,84.0,54.76,23.27,57.04,84.84,88.0,57.14,23.27,58.31,False
TALS,17.53,63.35,,70.33,49.41,17.53,63.43,,70.33,49.43,False
TAP,,,,,,,,,,,True
TARS,19.7,72.73,87.32,66.71,66.92,19.7,72.73,86.62,66.71,66.54,True
TASK,50.94,60.63,56.38,75.47,49.84,50.94,61.23,55.38,75.47,49.69,True
TAST,74.19,16.67,48.57,33.78,33.66,74.19,16.67,48.57,33.78,33.66,False
TATT,3.7,19.12,,78.95,20.44,3.7,19.12,,78.95,20.44,False
TBLA,57.07,38.6,71.43,55.88,47.39,57.07,39.58,3.57,55.88,23.66,True
TBPH,24.19,64.26,,40.25,35.37,24.19,64.3,,40.25,35.38,False
TCOM,45.95,82.54,90.95,62.71,70.75,45.95,84.67,94.29,62.71,72.33,True
TCPC,97.37,89.03,75.0,8.7,60.19,97.37,56.87,8.66,8.7,28.88,True
TDC,89.85,81.4,,8.7,58.26,89.85,81.39,,8.7,58.26,False
TDG,51.1,88.89,75.0,52.63,67.15,51.1,88.89,71.88,52.63,66.22,False
TDOC,29.55,15.23,64.58,9.68,28.47,29.55,8.56,29.17,9.68,15.2,True
TDS,21.74,45.04,23.08,82.86,30.04,21.74,45.04,23.08,82.86,30.04,False
TDUP,0.0,2.06,97.01,100.0,49.18,0.0,3.42,23.88,100.0,24.23,True
TDW,55.29,63.33,98.08,23.33,51.2,55.29,53.33,98.08,23.33,49.1,True
TDY,,,,,,,,,,,True
TEAM,13.17,88.7,82.35,36.68,65.5,13.17,88.91,82.81,36.68,65.77,True
TECH,33.2,21.49,30.28,41.22,29.41,33.2,21.49,30.99,41.22,29.78,False
TEL,48.75,71.32,43.55,53.62,52.83,48.75,71.32,45.16,53.62,53.31,True
TELL,0.0,2.0,80.95,82.19,27.05,0.0,2.0,80.95,82.19,27.05,False
TEN,36.44,17.24,,6.9,9.79,36.44,18.1,,6.9,10.05,False
TENB,38.87,72.18,58.82,15.88,48.18,38.87,72.42,59.28,15.88,48.46,True
TEO,33.33,44.84,100.0,62.86,52.01,33.33,44.84,100.0,62.86,52.01,False
TER,24.73,90.08,8.38,3.57,30.21,24.73,89.17,8.56,3.57,30.04,False
TERN,18.53,,,45.25,28.76,18.53,,,45.25,28.76,False
TEVA,44.44,46.68,35.86,78.05,48.35,44.44,36.73,71.15,78.05,58.93,True
TEX,89.34,74.82,55.49,26.79,58.93,89.34,76.61,58.05,26.79,60.14,False
TFX,83.94,60.05,35.92,8.33,41.62,83.94,60.79,36.89,8.33,42.07,False
TGI,53.97,62.91,31.47,71.05,46.46,53.97,57.96,8.53,71.05,38.36,True
TGLS,72.63,95.47,80.29,83.93,76.46,72.63,95.47,79.87,83.93,76.33,True
TGNA,94.44,71.09,14.81,74.19,52.45,94.44,72.17,14.81,74.19,52.72,False
TGT,86.14,73.12,18.25,9.68,52.91,86.14,73.12,14.79,9.68,52.27,False
TGTX,15.18,55.37,98.59,62.71,71.0,15.18,55.37,97.89,62.71,70.62,True
TH,94.69,85.44,,9.43,57.33,94.69,85.44,,9.43,57.33,False
THC,88.28,64.14,36.03,87.1,64.54,88.28,64.14,34.38,87.1,63.97,False
THO,58.42,42.24,7.69,46.55,31.74,58.42,43.97,7.69,46.55,32.08,False
THR,82.02,58.28,70.64,25.66,51.55,82.02,49.62,87.6,25.66,54.47,True
THRM,53.08,46.55,54.62,5.17,30.18,53.08,48.28,56.62,5.17,31.22,False
THRN,16.37,49.32,97.92,62.04,40.89,16.37,49.32,97.96,62.04,40.9,False
THRY,42.68,51.72,14.29,26.47,21.71,42.68,51.72,17.86,26.47,22.97,False
THS,59.64,13.75,40.62,12.96,25.85,59.64,13.75,40.24,12.96,25.78,False
TIGR,11.58,45.98,93.16,94.59,56.0,11.58,43.2,90.99,94.59,54.55,False
TILE,64.52,36.94,59.72,91.89,54.29,64.52,36.94,57.59,91.89,53.56,False
TITN,,,,,,,,,,,True
TIXT,98.68,32.69,,20.16,33.75,98.68,34.98,,20.16,34.64,False
TJX,20.0,76.47,77.47,61.84,61.22,20.0,76.47,75.78,61.84,60.64,False
TK,97.22,73.68,46.67,80.26,68.57,97.22,73.68,43.33,80.26,67.96,False
TKR,83.26,47.48,33.73,23.01,44.43,83.26,47.78,33.74,23.01,44.51,False
TLND,0.0,41.0,,44.98,32.72,0.0,40.99,,44.98,32.72,False
TLRY,12.96,25.7,65.38,2.44,20.4,12.96,24.87,65.38,2.44,20.27,False
TM,79.73,62.93,47.86,41.38,53.68,79.73,63.79,50.9,41.38,54.9,False
TMC,22.22,69.89,,98.39,52.21,22.22,69.89,,98.39,52.21,False
TMCI,0.0,40.6,77.67,40.0,33.36,0.0,40.35,78.64,40.0,33.66,False
TMDX,18.31,38.09,99.03,45.0,51.23,18.31,34.54,99.03,45.0,50.66,True
TMHC,,,,,,,,,,,True
TMO,58.88,55.52,16.25,22.5,27.97,58.88,56.56,17.84,22.5,28.68,False
TMST,,,,,,,,,,,False
TMUS,49.28,63.49,61.11,57.14,57.49,49.28,64.88,58.33,57.14,57.0,True
TMX,33.01,69.95,,33.96,46.42,33.01,69.95,,33.96,46.42,False
TNC,62.56,37.49,56.16,8.41,38.35,62.56,37.19,56.81,8.41,38.47,True
TNDM,0.0,22.22,42.72,12.5,12.75,0.0,22.25,42.72,12.5,12.76,True
TNET,58.31,79.62,23.4,20.75,41.26,58.31,78.99,22.79,20.75,40.92,True
TNGX,21.47,52.07,60.56,40.84,41.66,21.47,51.77,61.27,40.84,41.99,True
TNL,76.73,61.56,39.14,66.1,54.17,76.73,64.53,40.78,66.1,55.33,False
TOL,,,,,,,,,,,True
TOST,21.5,15.16,95.02,84.12,66.79,21.5,15.94,94.12,84.12,66.49,True
TPB,,,,,,,,,,,True
TPC,1.04,10.81,22.82,92.86,20.57,1.04,10.81,23.28,92.86,20.71,False
TPG,44.63,16.8,,89.13,44.84,44.63,20.31,49.35,89.13,46.37,True
TPH,,,,,,,,,,,False
TPL,6.35,98.0,42.62,53.77,42.49,6.35,100.0,38.62,53.77,42.19,True
TPR,24.85,75.22,38.03,96.05,56.01,24.85,77.31,65.76,96.05,65.99,True
TPX,6.45,58.56,71.2,94.59,59.56,6.45,65.77,68.66,94.59,60.13,True
TR,37.43,63.08,65.62,85.19,54.38,37.43,64.34,65.05,85.19,54.65,False
TRC,,,,,,,,,,,False
TREE,,,,,,,,,,,False
TREX,9.68,77.48,64.38,29.73,44.27,9.68,79.28,63.57,29.73,44.35,True
TRGP,17.88,21.05,50.78,43.42,30.27,17.88,23.68,41.96,43.42,29.22,False
TRIN,55.57,21.44,93.75,58.7,57.07,55.57,60.72,95.24,58.7,67.22,True
TRIP,55.64,34.94,71.95,11.86,41.22,55.64,37.15,74.5,11.86,42.54,True
TRMB,8.96,71.66,42.05,75.36,45.52,8.96,71.66,43.67,75.36,46.01,True
TRN,73.98,55.77,,53.85,55.78,73.98,54.49,,53.85,55.32,False
TRNO,35.09,53.98,77.55,44.22,51.96,35.09,52.78,77.94,44.22,51.77,True
TRNS,20.79,46.89,75.31,1.45,30.69,20.79,46.88,75.85,1.45,30.84,False
TROW,44.64,65.66,35.94,15.22,39.42,44.64,65.71,37.23,15.22,39.88,False
TROX,23.33,16.67,26.6,6.67,8.72,23.33,16.67,23.37,6.67,7.95,True
TRP,8.26,26.32,70.0,75.0,40.0,8.26,28.95,70.0,75.0,40.56,False
TRS,,,,,,,,,,,False
TRTN,,,,,,,,,,,False
TRTX,83.15,51.21,28.24,34.69,41.6,83.15,43.94,55.46,34.69,48.1,True
TRU,27.39,54.19,62.3,71.7,51.34,27.39,54.21,60.4,71.7,50.78,False
TRUP,,,,,,,,,,,False
TSCO,28.19,61.97,53.2,52.63,48.75,28.19,63.36,56.42,52.63,50.14,True
TSHA,13.31,29.46,81.69,51.88,51.65,13.31,29.48,80.99,51.88,51.27,True
TSLA,2.06,85.34,75.55,77.59,62.91,2.06,85.34,79.69,77.59,64.34,True
TSM,23.58,78.29,,78.26,60.82,23.58,79.26,,78.26,61.12,False
TSN,61.28,9.34,32.29,68.52,40.49,61.28,9.34,31.63,68.52,40.36,True
TSSI,,,,,,,,,,,False
TT,24.55,73.38,75.27,75.22,61.15,24.55,74.59,74.45,75.22,61.2,True
TTC,76.75,49.97,34.65,10.62,41.88,76.75,51.47,33.66,10.62,41.96,False
TTD,25.06,85.89,81.9,5.47,60.17,25.06,85.54,82.35,5.47,60.33,True
TTEK,31.42,67.6,94.12,21.43,54.96,31.42,70.31,100.0,21.43,57.4,True
TTI,0.0,6.67,19.73,53.33,9.21,0.0,6.67,21.66,53.33,9.56,False
TTMI,21.74,33.48,32.73,88.41,37.79,21.74,33.48,34.19,88.41,38.23,False
TTWO,0.0,21.56,18.33,86.68,28.57,0.0,21.35,16.06,86.68,27.39,False
TVTX,18.53,85.12,,68.53,55.75,18.53,85.12,,68.53,55.75,False
TW,37.01,63.4,81.1,67.57,63.78,37.01,63.32,78.76,67.57,62.93,False
TWI,,,,,,,,,,,False
TWKS,0.74,18.87,18.33,71.9,16.24,0.74,21.02,16.06,71.9,15.52,True
TWLO,31.05,35.57,33.94,80.66,40.66,31.05,36.23,34.39,80.66,41.02,True
TWNK,18.45,49.52,83.33,62.04,44.86,18.45,50.77,81.63,62.04,44.92,False
TWO,70.23,67.2,,21.77,55.19,70.23,66.65,,21.77,54.99,False
TWST,16.69,12.4,53.52,41.26,34.04,16.69,12.4,54.23,41.26,34.42,True
TWTR,7.83,45.71,,42.65,32.64,7.83,45.71,,42.65,32.64,False
TXG,43.29,24.79,38.03,40.3,30.56,43.29,24.79,38.03,40.3,30.56,True
TXN,32.97,84.25,34.59,77.54,54.41,32.97,84.74,35.38,77.54,54.78,True
TXRH,35.22,66.67,69.01,51.35,56.0,35.22,65.79,71.18,51.35,56.57,True
TXT,97.53,64.54,31.25,10.53,50.64,97.53,65.44,34.38,10.53,51.8,False
TYL,28.9,46.05,32.13,48.54,36.17,28.9,47.57,32.58,48.54,36.69,False
TYRA,17.1,55.92,,54.5,38.82,17.1,55.92,,54.5,38.82,False
U,19.54,50.71,56.56,86.31,54.03,19.54,52.84,56.11,86.31,54.22,False
UA,29.03,46.85,32.03,54.05,32.53,29.03,45.95,32.9,54.05,32.66,False
UAL,,,,,,,,,,,False
UAMY,3.51,16.67,,90.32,26.92,3.51,16.67,,90.32,26.92,False
UAN,90.96,98.89,56.78,82.22,72.17,90.96,98.89,56.78,82.22,72.17,True
UBA,52.96,65.52,37.24,34.69,48.88,52.96,65.84,37.79,34.69,49.13,True
UBER,38.23,39.66,67.92,64.41,54.77,38.23,47.41,67.92,64.41,56.32,True
UCTT,38.31,16.38,10.72,2.65,7.53,38.31,16.68,11.9,2.65,7.96,False
UDMY,,,,,,,,,,,False
UDR,22.14,40.07,39.5,56.46,35.15,22.14,37.43,40.49,56.46,34.78,False
UE,58.4,54.23,43.86,58.5,48.83,58.4,49.22,50.56,58.5,49.61,True
UEC,11.36,7.91,,34.78,12.65,11.36,7.91,,34.78,12.65,False
UFPI,76.69,51.42,13.61,21.24,37.38,76.69,51.11,13.92,21.24,37.4,True
UFPT,56.52,51.84,81.5,25.0,50.7,56.52,52.9,82.1,25.0,51.08,True
UFS,,,,,,,,,,,True
UGI,,,,,,,,,,,False
UHAL,,,,,,,,,,,False
UI,35.52,84.95,61.54,96.77,62.85,35.52,84.95,67.79,96.77,64.72,True
ULCC,,,,,,,,,,,False
ULTA,47.63,87.86,69.34,65.79,66.48,47.63,88.53,69.39,65.79,66.63,False
UMH,32.07,43.58,,65.99,36.83,32.07,41.97,,65.99,36.23,False
UNFI,52.61,13.98,35.71,96.77,39.9,52.61,13.98,37.93,96.77,40.31,True
UNH,,,,,,,,,,,False
UNIT,49.1,51.25,19.16,95.92,36.79,49.1,48.78,16.48,95.92,35.33,True
UNP,39.24,83.33,46.27,76.92,59.24,39.24,82.69,49.16,76.92,59.95,True
UNVR,73.74,47.78,97.44,56.67,69.55,73.74,47.78,97.44,56.67,69.55,True
UP,0.0,8.97,2.33,1.92,0.0,0.0,7.05,2.33,1.92,0.0,True
UPS,53.81,64.1,34.68,30.77,45.22,53.81,64.74,36.41,30.77,45.89,False
UPST,,,,,,,,,,,False
UPWK,84.95,64.52,67.86,73.53,64.85,84.95,62.56,71.43,73.53,65.64,True
URBN,50.97,43.5,78.02,89.47,65.86,50.97,44.89,79.24,89.47,66.55,True
URGN,15.54,62.81,48.59,20.7,31.6,15.54,62.81,48.59,20.7,31.6,True
URI,,,,,,,,,,,True
USAC,48.15,86.67,41.14,83.33,55.22,48.15,86.67,73.75,83.33,61.15,True
USAP,,,,,,,,,,,True
USCR,30.24,12.12,,51.52,32.65,30.24,12.12,,51.52,32.65,False
USFD,18.85,21.51,100.0,87.1,47.49,18.85,21.51,100.0,87.1,47.49,False
USLM,25.81,98.99,93.65,54.55,59.04,25.81,98.99,93.8,54.55,59.07,True
USM,27.0,44.44,,40.0,26.88,27.0,44.44,,40.0,26.88,False
USNA,74.01,66.71,,20.37,47.78,74.01,67.97,,20.37,48.24,False
USPH,18.06,74.54,,22.58,28.73,18.06,74.54,,22.58,28.73,False
USX,0.81,16.67,79.07,63.46,40.6,0.81,18.59,81.4,63.46,41.78,True
UTHR,82.68,58.68,52.11,42.45,51.54,82.68,58.68,52.82,42.45,51.92,True
UTI,,,,,,,,,,,True
UTZ,6.4,15.04,61.46,40.74,20.37,6.4,15.04,61.13,40.74,20.31,False
UVV,,,,,,,,,,,False
UWMC,,,,,,,,,,,False
V,,,,,,,,,,,False
VAC,90.91,34.8,,18.64,41.35,90.91,35.49,,18.64,41.56,False
VAR,31.63,56.09,,53.33,45.95,31.63,56.87,,53.33,46.14,False
VC,97.8,68.64,40.25,17.86,54.01,97.8,63.31,41.49,17.86,53.05,True
VCEL,14.98,22.31,15.49,50.17,18.13,14.98,22.31,50.7,50.17,37.07,True
VCRA,10.49,52.97,,24.19,29.48,10.49,54.09,,24.19,29.87,False
VCTR,35.0,69.81,56.25,93.48,57.29,35.0,71.0,52.38,93.48,56.22,True
VCYT,30.41,44.17,79.61,82.5,56.01,30.41,41.18,80.58,82.5,55.87,True
VEC,97.78,14.92,96.51,33.96,64.12,97.78,29.8,98.57,33.96,68.45,True
VECO,75.37,42.63,76.29,7.97,44.11,75.37,43.11,71.93,7.97,42.7,True
VEEV,36.4,65.67,52.04,86.86,58.19,36.4,65.67,52.04,86.86,58.19,False
VEL,,,,,,,,,,,False
VEON,12.18,97.22,,88.57,54.01,12.18,97.22,,88.57,54.01,False
VER,32.59,66.45,,34.69,45.47,32.59,64.62,,34.69,44.8,False
VERA,14.56,,,49.18,31.22,14.56,,,49.18,31.22,False
VERV,24.08,41.12,94.37,36.48,57.38,24.08,36.74,93.66,36.48,56.35,True
VERX,9.94,33.62,64.25,29.01,40.77,9.94,31.18,65.16,29.01,40.75,True
VFC,9.68,33.33,14.65,67.57,26.2,9.68,52.25,22.5,67.57,32.68,True
VG,7.69,44.05,,75.0,32.79,7.69,44.05,,75.0,32.79,False
VGR,,,,,,,,,,,False
VIAV,35.3,59.64,28.37,64.52,39.29,35.3,60.72,29.57,64.52,39.92,False
VICI,60.22,78.78,76.54,91.16,73.21,60.22,77.49,80.08,91.16,73.97,True
VIGL,9.71,18.68,,46.76,21.6,9.71,18.66,,46.76,21.6,False
VIR,26.66,93.39,3.52,51.22,19.98,26.66,93.39,3.52,51.22,19.98,True
VIRT,90.18,84.67,20.52,91.89,60.73,90.18,84.59,18.68,91.89,60.07,False
VITL,2.11,52.29,,16.67,18.0,2.11,51.68,,16.67,17.77,False
VKTX,11.38,,,49.38,34.85,11.38,,,49.38,34.85,False
VLGEA,71.21,52.69,42.86,83.87,52.93,71.21,50.54,44.83,83.87,52.65,False
VLO,,,,,,,,,,,False
VMC,16.82,51.52,57.54,69.7,46.52,16.82,51.52,52.91,69.7,45.42,False
