ticker,acceptedDate,bottomLineNetIncome,cik,costAndExpenses,costOfRevenue,date,depreciationAndAmortization,ebit,ebitda,eps,epsDiluted,filingDate,fiscalYear,generalAndAdministrativeExpenses,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,interestIncome,netIncome,netIncomeDeductions,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,netInterestIncome,nonOperatingIncomeExcludingInterest,operatingExpenses,operatingIncome,otherAdjustmentsToNetIncome,otherExpenses,period,reportedCurrency,researchAndDevelopmentExpenses,revenue,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,totalOtherIncomeExpensesNet,weightedAverageShsOut,weightedAverageShsOutDil
SAFE,2023-02-14 18:37:34,135423000,0001688852,134684000,3110000,2022-12-31,11918000,273653000,285571000,2.17,2.17,2023-02-15,2022,38614000,267203000,144684000,0,128969000,0,135423000,0,144684000,0,-128969000,-138024000,131574000,135629000,0,92960000,FY,USD,0,270313000,0,38614000,9055000,62911000,62911000
SAFE,2022-02-15 17:05:01,73123000,0001688852,121553000,2663000,2021-12-31,11986000,153064000,165050000,1.32,1.32,2022-02-15,2021,28753000,184351000,73357000,0,79707000,0,73123000,0,73357000,0,-79707000,-87603000,118890000,65461000,0,90137000,FY,USD,0,187014000,0,28753000,7896000,56145000,56151500
SATL,2026-03-19 16:06:19,-24432000,0001874315,48726000,12616000,2025-12-31,7740000,-31019000,-23279000,-0.0438,-0.18,2026-03-19,2025,33708000,5091000,-4110000,673000,13000,1592000,-4783000,19649000,-4783000,0,1579000,0,36110000,-31019000,0,-2598000,FY,USD,5000000,17707000,0,33708000,26909000,109134266,134134266
SATL,2025-03-26 16:03:01,-116272000,0001874315,65076000,5024000,2024-12-31,12655000,-113343000,-100688000,-1.28,-1.28,2025-03-26,2024,30526000,7846000,-113414000,2858000,71000,1040999,-116272000,0,-116272000,0,969999,61137000,60052000,-52206000,0,15121000,FY,USD,14405000,12870000,0,30526000,-61208000,91164286,91164286
SATL,2024-04-15 16:37:11,-61018000,0001874315,79477000,5056000,2023-12-31,17256000,-51885000,-34629000,-0.68,-0.68,2024-04-15,2023,33842000,5018000,-51936000,9082000,51000,1901000,-61018000,0,-61018000,0,1850000,-17518000,74421000,-69403000,0,29923000,FY,USD,10656000,10074000,0,33842000,17467000,89539910,89539910
SATL,2023-04-27 17:25:03,-36641000,0001874315,96879000,3284000,2022-12-31,14326000,-30472000,-16146000,-0.44,-0.66,2023-04-27,2022,55949000,2728000,-32068000,4573000,1596000,1164000,-36641000,0,-36641000,0,-432000,-60395000,93595000,-90867000,0,24591000,FY,USD,13055000,6012000,0,55949000,58799000,83188276,83798149
SATL,2022-04-29 21:52:39,-96305000,0001874315,72882000,1876000,2021-12-31,10728000,-87808000,-77080000,-1.4,-1.4,2022-05-02,2021,46595000,2371000,-96537000,-232000,8729000,36000,-96305000,0,-96305000,0,-8693000,19173000,71006000,-68635000,0,14775000,FY,USD,9636000,4247000,0,46595000,-27902000,68824650,68824650
SEAT,2026-03-12 06:53:21,-721490000,0001856031,627272000,173438000,2025-12-31,50906000,-628364000,-577458000,-59.2,-69.2,2026-03-12,2025,173368000,397338000,-652105000,69385000,23741000,0,-429301000,292189000,-721490000,0,-23741000,571868000,453834000,-56496000,0,49904000,FY,USD,0,570776000,230562000,403930000,-595609000,7252290,10426591
SEAT,2025-03-12 06:39:37,11743000,0001856031,733361000,201854000,2024-12-31,45935000,45891000,91826000,1.42,1.12,2025-03-12,2024,194680000,573732000,22719000,8417000,23172000,0,9425000,-2318000,14302000,0,-23172000,-3666000,531507000,42225000,0,51681000,FY,USD,0,775586000,285146000,479826000,-19506000,6616550,10457150
SEAT,2024-03-07 19:21:08,51214000,0001856031,631541000,182184000,2023-12-31,17996000,84447000,102443000,11,5.2,2024-03-08,2023,153119000,530695000,70942000,-42199000,13505000,0,74536000,23322000,113141000,0,-13505000,-3109000,449357000,81338000,0,22142000,FY,USD,0,712879000,274096000,427215000,-10396000,4633925,9943872
SEAT,2023-03-07 07:01:53,70779000,0001856031,522169000,140508000,2022-12-31,9902000,82047000,91949000,17.6,7.2,2023-03-07,2022,127619000,459766000,69189000,-1590000,12858000,0,28662000,-42117000,70779000,0,-12858000,-3942000,381661000,78105000,0,5667000,FY,USD,0,600274000,248375000,375994000,-8916000,4012862,9937219
SEAT,2022-03-15 16:13:59,-3283000,0001856031,366467000,90617000,2021-12-31,2322000,39354000,41676000,-0.85,-0.85,2022-03-15,2021,92170000,352421000,-18825000,304000,58179000,0,-16119000,0,-19129000,0,-58179000,37217000,275850000,76571000,0,2322000,FY,USD,0,443038000,181358000,273528000,-95396000,3874938,3874938
SGFY,2023-02-27 08:04:37,-130400000,0001828182,696500000,440400000,2022-12-31,59100000,-95400000,-36300000,-0.74,-0.74,2023-02-27,2022,0,365100000,-136600000,-6200000,20600000,0,-130400000,0,-130400000,0,-20600000,204400000,256100000,109000000,0,53800000,FY,USD,0,805500000,0,202300000,-245600000,176293666,176293666
SGFY,2022-03-03 17:03:32,9900000,0001828182,708700000,393500000,2021-12-31,70700000,35800000,132600000,0.0575,0.0575,2022-03-03,2021,0,379900000,14100000,4200000,21700000,0,9900000,0,9900000,0,-21700000,7800000,315200000,61900000,0,70700000,FY,USD,0,773400000,0,244500000,-29500000,168662126,172064800
SGFY,2021-03-25 16:40:57,-14500000,0001828182,577000000,306700000,2020-12-31,62300000,8600000,86900000,-0.0874,-0.0874,2021-03-25,2020,0,303900000,-13600000,900000,22200000,0,-14500000,0,-14500000,0,-22200000,9000000,270300000,24600000,0,62300000,FY,USD,0,610600000,208000000,208000000,-31200000,165834981,165834981
SGFY,2019-12-31 00:00:00,-28500000,0001828182,481800000,247200000,2019-12-31,66000000,15600000,81600000,-0.17,-0.17,2019-12-31,2019,0,254600000,-28400000,100000,21200000,0,-28500000,0,-28500000,0,-21200000,6000000,234600000,21600000,0,66000000,FY,USD,0,501800000,168600000,168600000,-50000000,164258449,164258449
SGFY,2018-12-30 19:00:00,-28900000,0001828182,345200000,0,2018-12-31,43000000,-7300000,35700000,-0.18,-0.18,2018-12-31,2018,217300000,337900000,-28700000,200000,21400000,0,-28900000,0,-28900000,0,-21400000,0,-345200000,-7300000,0,-630400000,FY,USD,0,337900000,67900000,285200000,-21400000,164258449,164258449
SJW,2026-02-26 17:31:46,102578000,0000766829,623063000,0,2025-12-31,115323000,187508000,302831000,2.93,2.92,2026-02-26,2025,125998000,0,114933000,12355000,72575000,0,102578000,0,102578000,0,-72575000,-9981000,623063000,177527000,0,497065000,FY,USD,0,800590000,0,125998000,-62594000,35002252,35102487
SJW,2025-02-27 18:00:52,93967000,0000766829,577936000,323323000,2024-12-31,115050000,174327000,289377000,2.87,2.87,2025-02-28,2024,105830000,425116000,102937000,8970000,71390000,0,93967000,0,93967000,0,-71390000,-3824000,254613000,170503000,0,148783000,FY,USD,0,748439000,0,105830000,-67566000,32701292,32779573
SJW,2024-02-22 20:15:38,84987000,0000766829,520928000,281929000,2023-12-31,108138000,157087000,265225000,2.69,2.68,2024-02-23,2023,98656000,388434000,90943000,5956000,66144000,0,84987000,0,84987000,0,-66144000,-7652000,238999000,149435000,0,140343000,FY,USD,0,670363000,0,98656000,-58492000,31575197,31663274
SJW,2023-02-24 16:51:58,73828000,0000766829,489720000,263524000,2022-12-31,106439000,129804000,236243000,2.44,2.43,2023-02-24,2022,95404000,357174000,82324000,8496000,58062000,0,73828000,0,73828000,0,-58062000,1174000,226196000,130978000,0,130792000,FY,USD,0,620698000,0,95404000,-48654000,30304557,30423735
SJW,2022-02-25 17:47:17,60478000,0000766829,462527000,255114000,2021-12-31,186306000,123186000,309492000,2.04,2.03,2022-02-28,2021,87332000,318572000,68847000,8369000,54339000,0,60478000,0,60478000,0,-54339000,-12027000,207413000,111159000,0,120081000,FY,USD,0,573686000,0,87332000,-42312000,29601284,29735533
SMCI,2025-08-28 17:00:22,1048854000,0001375365,20719048000,19542120000,2025-06-30,58344000,1271489000,1329833000,1.77,1.68,2025-08-28,2025,267239000,2429922000,1205705000,156851000,59573000,0,1048854000,0,1048854000,0,-59573000,-18495000,1176928000,1252994000,0,0,FY,USD,636550000,21972042000,273139000,540378000,-47289000,593665000,628402000
SMCI,2025-02-25 16:43:51,1152666000,0001375365,13778477000,12927841000,2024-06-30,38693000,1233491000,1272184000,1.77,1.68,2025-02-25,2024,197350000,2061410000,1215960000,63294000,19352000,0,1152666000,0,1152666000,0,-19352000,-22717000,850636000,1210774000,0,0,FY,USD,463548000,14989251000,189738000,387088000,5186000,593665000,628402000
SMCI,2023-08-25 19:32:29,639998000,0001375365,6362340000,5840470000,2023-06-30,34904000,764788000,799692000,2.17,2.01,2023-08-28,2023,99585000,1283012000,750664000,110666000,10491000,0,639998000,0,639998000,0,-10491000,-3646000,521870000,761142000,0,0,FY,USD,307260000,7123482000,115025000,214610000,-10478000,555880000,602150000
SMCI,2022-08-26 19:14:09,285163000,0001375365,4860932000,4396098000,2022-06-30,32471000,343246000,375717000,1.21,1.14,2022-08-29,2022,102435000,800001000,338039000,52876000,6413000,0,285163000,0,285163000,0,-6413000,-8079000,464834000,335167000,0,0,FY,USD,272273000,5196099000,90126000,192561000,2872000,529250000,559700000
SMCI,2021-08-27 16:41:42,285163000,0001375365,4860932000,4396098000,2021-06-30,32471000,343246000,375717000,0.55,0.53,2021-08-27,2021,102435000,800001000,338039000,52876000,2485000,0,285163000,0,285163000,0,-2485000,-8079000,464834000,335167000,0,0,FY,USD,272273000,5196099000,90126000,192561000,2872000,514780000,536150000
SMPL,2025-10-28 13:43:08,103614000,0001702744,1232285000,942073000,2025-08-30,23763000,159152000,182915000,1.03,1.02,2025-10-28,2025,155930000,508847000,135903000,32289000,23249000,2663000,103614000,0,103614000,0,-20586000,59483000,290212000,218635000,0,-5500000,FY,USD,5500000,1450920000,134282000,290212000,-82732000,100695181,101510772
SMPL,2024-10-29 15:11:22,139309000,0001702744,1110300000,836672000,2024-08-31,27984000,212079000,240063000,1.39,1.38,2024-10-29,2024,0,494649000,186050000,46741000,26029000,4307000,139309000,0,139309000,0,-21722000,8942000,273628000,221021000,0,0,FY,USD,5400000,1331321000,0,268228000,-34971000,99929000,101282000
SMPL,2023-10-24 13:52:17,133574999,0001702744,1037723000,806668000,2023-08-26,26982000,205760000,232742000,1.34,1.32,2023-10-24,2023,0,436004000,175692000,42117000,30068000,1144000,133574999,0,133575000,0,-28924000,-811000,231055000,204949000,0,0,FY,USD,4300000,1242672000,0,226755000,-29257000,99442000,100880000
SMPL,2022-10-21 13:51:07,108574000,0001702744,965353000,740402000,2022-08-27,25919000,172450000,198369000,1.1,1.08,2022-10-21,2022,0,428276000,150569000,41995000,21881000,15000,108574000,0,108574000,0,-21866000,30875000,224951000,203325000,0,0,FY,USD,4099999,1168678000,0,220851000,-52756000,98755000,100589000
SMPL,2021-10-26 16:37:58,40880000,0001702744,824686000,612829000,2021-08-28,23225000,112417000,135642000,0.43,0.42,2021-10-26,2021,0,392784000,80860000,39980000,31557000,84000,40880000,0,40880000,0,-31473000,68510000,211857000,180927000,0,0,FY,USD,3500000,1005613000,0,208357000,-100067000,95743000,97366000
SN,2026-03-02 16:05:30,701374000,0001957132,5478080000,3262698000,2025-12-31,139631000,948878000,1088509000,4.97,4.94,2026-03-02,2025,390109000,3136490000,900278000,198904000,48600000,0,701374000,0,701374000,0,-48600000,-27770000,2216209000,921108000,0,0,FY,USD,368073000,6399188000,1458027000,1848136000,-20830000,140984108,142089766
SN,2025-03-31 16:15:42,438705000,0001957132,4884477000,2866648000,2024-12-31,123109000,636182000,759291000,3.14,3.11,2025-03-31,2024,433395000,2661991000,572467000,133762000,63715000,0,438705000,0,438705000,0,-63715000,7980000,2017829000,644162000,0,0,FY,USD,341289000,5528639000,1243145000,1676540000,-71695000,139936000,141084000
SN,2024-03-01 17:27:40,167078000,0001957132,3880146000,2345858000,2023-12-31,103821000,338137000,441958000,1.2,1.2,2024-03-01,2023,387316000,1907852000,293228000,126150000,44909000,0,167078000,0,167078000,0,-44909000,35427000,1534288000,373564000,0,0,FY,USD,249387000,4253710000,897585000,1284901000,-80336000,139025657,139420254
SN,2022-12-31 00:00:00,232354000,0001957132,3395992000,2307172000,2022-12-31,86708000,329005000,415713000,1.67,1.67,2022-12-31,2022,251207000,1410194000,301984000,69630000,27021000,0,232354000,0,232354000,0,-27021000,-7631000,1088820000,321374000,0,0,FY,USD,215660000,3717366000,621953000,873160000,-19390000,138982872,138982872
SN,2021-12-31 00:00:00,331113000,0001957132,3288737000,2288810000,2021-12-31,78183000,430613000,508796000,2.38,2.38,2021-12-31,2021,180124000,1438184000,414326000,83213000,16287000,0,331113000,0,331113000,0,-16287000,7644000,999927000,438257000,0,0,FY,USD,200641000,3726994000,619162000,799286000,-23931000,138982872,138982872
SNDL,2026-03-11 17:50:28,-15774000,0001766600,950822000,687753000,2025-12-31,56271000,-8254000,48017000,-0.06,-0.06,2026-03-12,2025,196067000,258648000,-15774000,0,7520000,8048000,-15774000,0,-15774000,0,528000,3833000,263069000,-4421000,0,51948000,FY,CAD,489000,946401000,14565000,210632000,-11353000,258054000,258054000
SNDL,2025-03-17 18:07:41,-94796000,0001766600,1024259000,680117000,2024-12-31,56711000,-97912000,-41201000,-0.37664,-0.37664,2025-03-18,2024,207280000,240331000,-105609000,-9405000,7697000,16400000,-94796000,0,-96204000,0,8703000,-5899000,344142000,-103811000,0,124512000,FY,CAD,346000,920448000,12004000,219284000,-1798000,264196000,264196000
SNDL,2024-03-20 21:53:19,-172660000,0001766600,1072177000,718591000,2023-12-31,64946000,-164095000,-99149000,-0.64512,-0.64512,2024-03-21,2023,215125000,190415000,-172016000,0,7921000,15374000,-172660000,0,-172016000,-4535000,7453000,924000,353586000,-163171000,0,123092000,FY,CAD,324000,909006000,15045000,230170000,-8845000,259370999,259370999
SNDL,2023-04-24 06:04:37,-335114000,0001766600,1059971000,571822000,2022-12-31,47322000,-373867000,-326545000,-1.5,-1.5,2023-04-24,2022,149839000,140375000,-379770000,-7342000,5903000,17623000,-335114000,0,-372428000,0,11720000,26093000,488149000,-347774000,0,327445000,FY,CAD,2448000,712197000,8417000,158256000,-31996000,229871000,229871000
SNDL,2022-04-27 20:18:21,-226984000,0001766600,190504000,65129000,2021-12-31,10164000,-233922000,-223758000,-1.24,-1.24,2022-04-28,2021,50350000,-9001000,-234698000,-7914000,776000,13722000,-226984000,0,-226784000,0,12946000,99546000,125375000,-134376000,0,67536000,FY,CAD,2446000,56128000,5043000,55393000,-100322000,186038000,186038000
SPOT,2026-02-10 16:26:10,2212000000,0001639920,14988000000,11690000000,2025-12-31,102000000,2255000000,2357000000,10.77,10.51,2026-02-10,2025,479000000,5496000000,2224000000,12000000,31000000,245000000,2212000000,0,2212000000,0,214000000,-57000000,3298000000,2198000000,0,0,FY,EUR,1393000000,17186000000,1426000000,1905000000,26000000,205412951,210509173
SPOT,2025-02-05 16:55:57,1138000000,0001639920,14308000000,10949000000,2024-12-31,121000000,1377000000,1498000000,5.67,5.5,2025-02-05,2024,481000000,4724000000,1341000000,203000000,36000000,223000000,1138000000,0,1138000000,0,187000000,-12000000,3359000000,1365000000,0,0,FY,EUR,1486000000,15673000000,1392000000,1873000000,-24000000,200622518,206990369
SPOT,2024-02-08 17:06:46,-532000000,0001639920,13693000000,9850000000,2023-12-31,158000000,-467000000,-309000000,-2.73,-2.73,2024-02-08,2023,585000000,3397000000,-505000000,27000000,38000000,131000000,-532000000,0,-532000000,0,93000000,21000000,3843000000,-446000000,0,0,FY,EUR,1725000000,13247000000,1533000000,2118000000,-59000000,194732304,194732304
SPOT,2023-02-02 16:43:51,-574000000,0001639920,12386000000,8801000000,2022-12-31,171000000,-329000000,-158000000,-2.23,-2.93,2023-02-02,2022,626000000,2926000000,-370000000,60000000,41000000,47000000,-430000000,144000000,-430000000,0,6000000,-330000000,3585000000,-659000000,0,0,FY,EUR,1387000000,11727000000,1572000000,2198000000,289000000,192934862,195846362
SPOT,2022-02-03 16:08:05,-199000000,0001639920,9574000000,7077000000,2021-12-31,127000000,289000000,416000000,-0.18,-1.03,2022-02-03,2021,450000000,2591000000,249000000,283000000,40000000,11000000,-34000000,165000000,-34000000,0,-29000000,-195000000,2497000000,94000000,0,0,FY,EUR,912000000,9668000000,1135000000,1585000000,155000000,191298397,193943455
STLA,2026-02-26 17:09:00,-22368000000,0001605484,175739000000,155627000000,2025-12-31,6981000000,-25129000000,-18148000000,-7.75,-7.75,2026-02-26,2025,0,-2119000000,-26605000000,-4273000000,1476000000,1218000000,-22368000000,0,-22332000000,0,-258000000,2898000000,20112000000,-22231000000,0,0,FY,EUR,11145000000,153508000000,0,8967000000,-4374000000,2886684000,2886684000
STLA,2025-02-27 16:44:20,5473000000,0001605484,153191000000,136360000000,2024-12-31,7226000000,5555000000,12781000000,1.86,1.84,2025-02-27,2024,0,20518000000,4032000000,-1488000000,1523000000,1995000000,5473000000,0,5520000000,0,472000000,-1868000000,16831000000,3687000000,0,1748000000,FY,EUR,5784000000,156878000000,0,9299000000,345000000,2949652000,2975820000
STLA,2024-02-22 16:10:56,18596000000,0001605484,167168000000,151400000000,2023-12-31,7549000000,23748000000,31297000000,5.98,5.94,2024-02-22,2023,0,38144000000,22418000000,3793000000,1330000000,2678000000,18596000000,0,18625000000,0,1348000000,-1372000000,15768000000,22376000000,0,608000000,FY,EUR,5619000000,189544000000,0,9541000000,42000000,3107725000,3132458000
STLA,2023-02-24 16:49:45,16799000000,0001605484,159316000000,144327000000,2022-12-31,4353000000,20999000000,25352000000,5.35,5.31,2023-02-24,2022,0,35265000000,19528000000,2729000000,1185000000,1066000000,16799000000,0,16799000000,0,-119000000,-723000000,14989000000,20276000000,0,808000000,FY,EUR,5200000000,179592000000,0,8981000000,-748000000,3140089000,3163959000
STLA,2022-02-25 16:47:06,14200000000,0001605484,133560000000,119943000000,2021-12-31,5871000000,15899000000,21770000000,4.64,4.51,2022-02-25,2021,0,29476000000,15129000000,1911000000,484000000,188000000,14200000000,0,13218000000,990000000,-296000000,-36000000,13617000000,15863000000,0,-4000000,FY,EUR,4487000000,149419000000,0,9130000000,-734000000,3059284000,3151432000
STM,2026-02-26 16:17:19,166513637,0000932787,11512512169,7825137878,2025-12-31,1854000000,401237681,2255237681,0.19,0.18,2026-02-26,2025,0,4011373718,401237681,220680724,55000000,223000000,166513637,0,180556956,0,168000000,-77238254,3687374290,323999427,0,0,FY,USD,2050324551,11836511596,0,1637049739,77238253,873684211,923100000
STM,2025-02-27 16:17:25,1558000000,0000932787,11593000000,8049000000,2024-12-31,1760000000,1963000000,3723000000,1.73,1.66,2025-02-27,2024,0,5220000000,1878000000,313000000,85000000,303000000,1557000000,-1000000,1565000000,0,218000000,-287000000,3544000000,1676000000,0,-182000000,FY,USD,2077000000,13269000000,0,1649000000,202000000,900000000,938600000
STM,2024-02-22 16:16:48,4212000000,0000932787,12675000000,8999000000,2023-12-31,1561000000,4818000000,6379000000,4.66,4.46,2024-02-22,2023,1631000000,8287000000,4763000000,541000000,55000000,226000000,4211000000,-1000000,4222000000,0,171000000,-207000000,3676000000,4611000000,0,-55000000,FY,USD,2100000000,17286000000,0,1631000000,152000000,903513952,944197767
STM,2023-02-23 16:16:57,3962000000,0000932787,11689000000,8493000000,2022-12-31,1216000000,4499000000,5715000000,4.77,4.74,2023-02-23,2022,1465000000,7635000000,4486000000,520000000,13000000,71000000,3960000000,-2000000,3966000000,0,58000000,-60000000,3196000000,4439000000,0,-159000000,FY,USD,1901000000,16128000000,-11000000,1454000000,47000000,905606885,912270458
STM,2022-02-24 16:17:42,2000000000,0000932787,10342000000,7435000000,2021-12-31,1045000000,2379000000,3424000000,2.21,2.16,2022-02-24,2021,1323000000,5326000000,2337000000,331000000,42000000,13000000,2000000000,0,2006000000,0,-29000000,40000000,2907000000,2419000000,0,-139000000,FY,USD,1723000000,12761000000,0,1323000000,-82000000,904332429,923755453
SYY,2025-08-21 17:56:50,1828000000,0000096021,78282000000,66401000000,2025-06-28,1086000000,3050000000,4136000000,3.74,3.73,2025-08-22,2025,6840000000,14969000000,2415000000,587000000,635000000,0,1828000000,0,1828000000,0,-635000000,38000000,11881000000,3088000000,0,441000000,FY,USD,0,81370000000,4600000000,11440000000,-673000000,488144333,489825648
SYY,2024-08-27 18:06:55,1955000000,0000096021,75642000000,64236000000,2024-06-29,997000000,3172000000,4169000000,3.9,3.89,2024-08-28,2024,6818000000,14608000000,2565000000,610000000,607000000,0,1955000000,0,1955000000,0,-607000000,30000000,11406000000,3202000000,0,288000000,FY,USD,0,78844000000,4300000000,11118000000,-637000000,501238422,503096086
SYY,2023-08-24 20:10:07,1770000000,0000096021,73286000000,62370000000,2023-07-01,889000000,2812000000,3701000000,3.49,3.47,2023-08-25,2023,6970000000,13955000000,2285000000,515000000,527000000,0,1770000000,0,1770000000,0,-527000000,227000000,10916000000,3039000000,0,-54000000,FY,USD,0,76325000000,4000000000,10970000000,-754000000,507362913,509719756
SYY,2022-08-25 17:39:42,1359000000,0000096021,66290000000,56316000000,2022-07-02,881000000,2371000000,3252000000,2.66,2.64,2022-08-26,2022,6053000000,12320000000,1747000000,388000000,624000000,0,1359000000,0,1359000000,0,-624000000,-25000000,9974000000,2346000000,0,21000000,FY,USD,0,68636000000,3900000000,9953000000,-599000000,510630645,514005826
SYY,2021-08-27 17:46:53,524209000,0000096021,49850655000,41941094000,2021-07-03,851822000,1464865000,2316687000,1.03,1.02,2021-08-30,2021,4789814000,9356749000,584728000,60519000,880137000,0,524209000,0,524209000,0,-880137000,-17677000,7909561000,1447188000,0,19747000,FY,USD,0,51297843000,3100000000,7889814000,-862460000,510696398,513555087
TAP,2026-02-18 16:15:57,-2139600000,0000024545,13481700000,6954400000,2025-12-31,721900000,-2332700000,-1610800000,-10.83,-10.85,2026-02-18,2025,0,4186400000,-2518000000,-337800000,225600000,0,-2139600000,0,-2180200000,0,-225600000,-8200000,6527300000,-2340900000,0,3934500000,FY,USD,0,11140800000,0,2592800000,-177100000,195100000,195700000
TAP,2025-02-18 16:35:51,1122400000,0000024545,9873800000,7093600000,2024-12-31,759400000,1785700000,2545100000,5.38,5.35,2025-02-18,2024,1416100000,4533400000,1503000000,345300000,279300000,35400000,1122400000,0,1157700000,0,-243900000,-32500000,2780200000,1753200000,0,264100000,FY,USD,0,11627000000,1100000000,2516100000,-250200000,208800000,209900000
TAP,2024-02-20 09:23:17,948900000,0000024545,10263900000,7333300000,2023-12-31,682800000,1486500000,2169300000,4.39,4.37,2024-02-20,2023,2779900000,4368800000,1252500000,296100000,228800000,25400000,948900000,0,956400000,0,-203400000,-48300000,2930600000,1438200000,0,150700000,FY,USD,0,11702100000,0,2779900000,-185700000,216000000,217300000
TAP,2023-02-21 11:18:22,-175300000,0000024545,10543500000,7045800000,2022-12-31,684800000,188100000,872900000,-0.86,-0.86,2023-02-21,2022,2618800000,3655200000,-62500000,124000000,236300000,4300000,-175300000,0,-186500000,0,-232000000,-30600000,3497700000,157500000,0,878900000,FY,USD,0,10701000000,0,2618800000,-220000000,216900000,216900000
TAP,2022-02-23 11:15:53,1005700000,0000024545,8825300000,6226300000,2021-12-31,786100000,1499300000,2285400000,4.63,4.62,2022-02-23,2021,2554500000,4053400000,1239000000,230500000,261600000,2000000,1005700000,0,1008500000,0,-259600000,-44900000,2599000000,1454400000,0,44500000,FY,USD,0,10279700000,0,2554500000,-215400000,217100000,217600000
TCOM,2026-04-28 06:09:16,32386911000,0001269238,45365410000,11791738000,2025-12-31,821978000,38958844000,39780822000,49.23,46.36,2026-04-28,2025,0,48916939000,38132975000,5656571000,825869000,2532082000,32386911000,0,32476404000,0,1706213000,-23615577000,33573672000,15343267000,0,0,FY,CNY,14723622000,60708677000,0,18850050000,22789708000,657754000,698379000
TCOM,2025-04-11 06:11:53,17067000000,0001269238,39117000000,9990000000,2024-12-31,848000000,21566000000,22414000000,26.1,24.78,2025-04-11,2024,4086000000,43304000000,19831000000,2604000000,1735000000,2341000000,17067000000,0,17227000000,0,606000000,-7389000000,29127000000,14177000000,0,0,FY,CNY,13139000000,53294000000,11902000000,15988000000,5654000000,654035000,688705000
TCOM,2024-04-29 16:03:33,9918000000,0001269238,33186000000,8121000000,2023-12-31,814000000,13819000000,14633000000,15.19,14.78,2024-04-29,2023,3743000000,36389000000,11752000000,1750000000,2067000000,2090000000,9918000000,0,10002000000,0,23000000,-2495000000,25065000000,11324000000,0,0,FY,CNY,12120000000,44510000000,9202000000,12945000000,428000000,670995000,671062000
TCOM,2023-03-27 16:02:59,1403000000,0001269238,19951000000,4513000000,2022-12-31,872000000,3563000000,4435000000,2.17,2.14,2023-03-27,2022,2847000000,15526000000,2049000000,682000000,1514000000,2046000000,1403000000,0,1367000000,0,532000000,-3475000000,15438000000,88000000,0,0,FY,CNY,8341000000,20039000000,4250000000,7097000000,1961000000,634109233,634109233
TCOM,2022-04-27 16:05:51,-550000000,0001269238,21434000000,4598000000,2021-12-31,1018000000,1190000000,2208000000,-0.87,-0.87,2022-04-27,2021,2922000000,15425000000,-375000000,270000000,1565000000,2132000000,-550000000,0,-645000000,0,567000000,-2601000000,16836000000,-1411000000,0,0,FY,CNY,8992000000,20023000000,4922000000,7844000000,1036000000,632183908,634109233
TGLS,2026-03-02 09:01:16,159566000,0001534675,752869000,562200000,2025-12-31,36764999,235292000,272056999,3.42,3.42,2026-03-02,2025,90882000,421410000,235292000,75726000,3445000,0,159566000,0,159566000,0,-3445000,-4551000,190669000,230741000,0,-5641000,FY,USD,0,983610000,105428000,196310000,4551000,46678098,46678093
TGLS,2025-02-28 16:05:47,161309000,0001534675,663180000,510209000,2024-12-31,26470000,232591000,259061000,3.43,3.43,2025-02-28,2024,75107000,379972000,225158000,63849000,7433000,0,161309000,0,161309000,0,-7433000,-5590000,152971000,227001000,0,13535000,FY,USD,0,890181000,64329000,139436000,-1843000,46996000,46996000
TGLS,2024-02-29 17:10:06,182882000,0001534675,573503000,442331000,2023-12-31,21878000,270592000,292470000,3.85,3.85,2024-02-29,2023,64332000,390934000,261414000,77904000,9178000,0,182882000,0,183510000,0,-9178000,-10830000,131172000,259762000,0,12323000,FY,USD,0,833265000,54517000,118849000,1652000,47508980,47508980
TGLS,2023-03-07 16:43:25,155743000,0001534675,490155000,367071000,2022-12-31,19686000,239326000,259012000,3.27,3.27,2023-03-07,2022,52084000,349499000,231170000,74758000,8156000,0,155743000,0,156412000,0,-8156000,-12911000,123084000,226415000,0,11293000,FY,USD,0,716570000,59707000,111791000,4755000,47674773,47674773
TGLS,2022-03-16 16:42:07,68151000,0001534675,379800000,294201000,2021-12-31,20923000,106763000,127686000,1.43,1.43,2022-03-16,2021,36340000,202584000,96913000,28485000,9850000,0,68151000,0,68428000,0,-9850000,10222000,85599000,116985000,0,8150000,FY,USD,0,496785000,41109000,77449000,-20072000,47674773,47674773
TGTX,2026-02-27 17:05:11,447179000,0001001316,492963000,100714000,2025-12-31,244000,134117000,134361000,3.1,2.77,2026-02-27,2025,232034000,515573000,107390000,-339789000,26727000,0,447179000,0,447179000,0,-26727000,-10793000,392249000,123324000,0,0,FY,USD,160215000,616287000,0,232034000,-15934000,144316786,161412746
TGTX,2025-03-03 16:02:11,23383000,0001001316,287075000,38486000,2024-12-31,280000,49622000,49902000,0.16,0.15,2025-03-03,2024,154298000,290518000,25594000,2211000,24028000,0,23383000,0,23383000,0,-24028000,-7693000,248589000,41929000,0,0,FY,USD,94291000,329004000,0,154298000,-16335000,145317000,160336000
