ticker,acceptedDate,bottomLineNetIncome,cik,costAndExpenses,costOfRevenue,date,depreciationAndAmortization,ebit,ebitda,eps,epsDiluted,filingDate,fiscalYear,generalAndAdministrativeExpenses,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,interestIncome,netIncome,netIncomeDeductions,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,netInterestIncome,nonOperatingIncomeExcludingInterest,operatingExpenses,operatingIncome,otherAdjustmentsToNetIncome,otherExpenses,period,reportedCurrency,researchAndDevelopmentExpenses,revenue,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,totalOtherIncomeExpensesNet,weightedAverageShsOut,weightedAverageShsOutDil
CRUS,2023-05-19 16:02:51,176703000,0000772406,1648586000,940638000,2023-03-31,60800000,255637000,316437000,3.18,3.09,2023-05-19,2023,0,956979000,254739000,78036000,898000,9985000,176703000,0,176703000,0,9087000,-6606000,707948000,249031000,0,96392000,FY,USD,458412000,1897617000,0,153144000,5708000,55614000,57226000
CRUS,2022-05-20 16:01:47,326355000,0000772406,1415122000,857819000,2022-03-31,62061000,369611000,431672000,5.7,5.52,2022-05-20,2022,0,923641000,368663000,42308000,948000,1563000,326355000,0,326355000,0,615000,-3273000,557303000,366338000,0,0,FY,USD,406307000,1781460000,0,150996000,2325000,57278000,59143000
CRWD,2026-03-04 20:48:18,-162502000,0001535527,5105297000,1218929000,2026-01-31,281451000,-98968000,182483000,-0.16,-0.16,2026-03-05,2026,670344000,3593076000,-126989000,34176000,28021000,194969000,-162502000,0,-161165000,0,166948000,-194324000,3886368000,-293292000,0,0,FY,USD,1384770000,4812005000,1831254000,2501598000,166303000,1010264000,1032532000
CRWD,2025-03-10 08:44:44,-19271000,0001535527,4074054000,991481000,2025-01-31,213956000,80845000,294801000,-0.019675,-0.019675,2025-03-10,2025,482316000,2962143000,54534000,71130000,26311000,196174000,-19271000,0,-16596000,0,169863000,-201275000,3082573000,-120430000,0,0,FY,USD,1076901000,3953624000,1523356000,2005672000,174964000,979000000,979000000
CRWD,2024-03-06 21:07:39,89327000,0001535527,3057550000,755723000,2024-01-31,145254000,148573000,293827000,0.0925,0.0925,2024-03-07,2024,392764000,2299832000,122817000,32232000,25756000,148930000,89327000,0,90585000,0,123174000,-150568000,2301827000,-1995000,0,0,FY,USD,768497000,3055555000,1140566000,1533330000,124812000,954548000,974540000
CRWD,2023-03-08 19:41:08,-183245000,0001535527,2431348000,601231000,2023-01-31,93810000,-134564000,-40754000,-0.195,-0.195,2023-03-09,2023,317344000,1640005000,-159883000,22402000,25319000,52495000,-183245000,0,-182285000,0,27176000,-55548000,1830117000,-190112000,0,0,FY,USD,608364000,2241236000,904409000,1221753000,30229000,932556000,932556000
CRWD,2022-03-16 16:08:17,-234802000,0001535527,1594142000,383221000,2022-01-31,68810000,-134792000,-65982000,-0.255,-0.255,2022-03-16,2022,223092000,1068373000,-160023000,72355000,25231000,3788000,-234802000,0,-232378000,0,-21443000,-7756000,1210921000,-142548000,0,0,FY,USD,371283000,1451594000,616546000,839638000,-17475000,908568000,908568000
CWAN,2026-02-18 16:27:39,-38807000,0001866368,739054000,239220000,2025-12-31,85541000,-4008000,81533000,-0.14,-0.14,2026-02-18,2025,154426000,492148000,-49672000,-9418000,45664000,0,-38807000,0,-40254000,0,-45664000,-3678000,499834000,-7686000,0,0,FY,USD,196228000,731368000,149180000,303606000,-41986000,271323558,271323558
CWAN,2025-02-26 16:19:40,424378000,0001866368,439569000,122987000,2024-12-31,12181000,-30063000,-17882000,1.93,1.68,2025-02-26,2024,98770000,328816000,-30063000,-457648000,0,8621000,424378000,0,427585000,0,8621000,42297000,316582000,12234000,0,0,FY,USD,150558000,451803000,67254000,166024000,-42297000,219316625,254362539
CWAN,2024-02-29 09:07:48,-21627000,0001866368,384913000,107127000,2023-12-31,9929000,-22866000,-12937000,-0.11,-0.11,2024-02-29,2023,93496000,261041000,-22866000,217000,0,6401000,-21627000,0,-23083000,0,6401000,6121000,277786000,-16745000,0,0,FY,USD,123925000,368168000,60365000,153861000,-6121000,199691873,199691873
CWAN,2023-03-03 16:02:05,-7967000,0001866368,298309000,87784000,2022-12-31,5139000,-5335000,-196000,-0.0361,-0.0361,2023-03-03,2022,63767000,215642000,-5335000,1360000,0,1137000,-7967000,0,-6695000,0,1137000,10452000,210525000,5117000,0,0,FY,USD,94120000,303426000,52638000,116405000,-10452000,185560683,185560683
CWAN,2022-03-16 16:09:29,-8213000,0001866368,223561000,67864000,2021-12-31,3493000,18075000,21568000,-0.0455,-0.0455,2022-03-16,2021,43942000,184158000,-7607000,487000,25682000,0,-8213000,0,-8094000,0,-25682000,10386000,155697000,28461000,0,0,FY,USD,72690000,252022000,39065000,83007000,-36068000,178032643,178032643
DASH,2026-02-18 16:10:27,935000000,0001792789,12994000000,6738000000,2025-12-31,747000000,942000000,1689000000,2.19,2.13,2026-02-18,2025,1600000000,6979000000,939000000,4000000,0,211000000,935000000,0,935000000,0,211000000,-219000000,6256000000,723000000,0,749000000,FY,USD,1431000000,13717000000,2476000000,4076000000,216000000,427043000,439686000
DASH,2025-02-14 16:13:32,123000000,0001792789,10760000000,5542000000,2024-12-31,561000000,156000000,717000000,0.3,0.29,2025-02-14,2024,1452000000,5180000000,156000000,39000000,0,199000000,123000000,0,117000000,0,199000000,-194000000,5218000000,-38000000,0,561000000,FY,USD,1168000000,10722000000,2037000000,3489000000,194000000,411551000,430242000
DASH,2024-02-20 16:36:05,-558000000,0001792789,9214000000,4589000000,2023-12-31,509000000,-577000000,-68000000,-1.42,-1.42,2024-02-20,2023,1235000000,4046000000,-534000000,31000000,0,152000000,-558000000,0,-565000000,0,152000000,-2000000,4625000000,-579000000,0,511000000,FY,USD,1003000000,8635000000,1876000000,3111000000,45000000,392948000,392948000
DASH,2023-02-24 21:46:28,-1365000000,0001792789,7707000000,3588000000,2022-12-31,369000000,-1032000000,-663000000,-3.68,-3.68,2023-02-27,2022,1147000000,2995000000,-1399000000,-31000000,2000000,32000000,-1365000000,0,-1368000000,0,30000000,-92000000,4119000000,-1124000000,0,461000000,FY,USD,829000000,6583000000,1682000000,2829000000,-275000000,371413000,371413000
DASH,2022-03-01 06:37:38,-468000000,0001792789,5340000000,2338000000,2021-12-31,156000000,-449000000,-293000000,-1.3894,-1.3894,2022-03-01,2021,797000000,2550000000,-463000000,5000000,14000000,3000000,-468000000,0,-468000000,0,-11000000,-3000000,3002000000,-452000000,0,156000000,FY,USD,430000000,4888000000,1619000000,2416000000,-11000000,336847000,336847000
DDOG,2026-02-18 09:09:12,107741000,0001561550,3471531000,686957000,2025-12-31,55756000,138080000,193836000,0.31,0.3,2026-02-18,2025,279700000,2740201000,127021000,19280000,11059000,194424000,107741000,0,107741000,0,183365000,-182453000,2784574000,-44373000,0,0,FY,USD,1548451000,3427158000,956423000,1236123000,171394000,347309000,363471000
DDOG,2025-02-20 08:53:34,183746000,0001561550,2629991000,515531000,2024-12-31,54933000,211008000,265941000,0.55,0.51,2025-02-20,2024,205152000,2168744000,203940000,20194000,7068000,155321000,183746000,0,183746000,0,148253000,-156724000,2114460000,54284000,0,0,FY,USD,1152703000,2684275000,756605000,961757000,149656000,336172000,358636000
DDOG,2024-02-23 08:35:39,48568000,0001561550,2161823000,409908000,2023-12-31,44465000,66537000,111002000,0.15,0.14,2024-02-23,2023,180192000,1718451000,60235000,11667000,6302000,103459000,48568000,0,48568000,0,97157000,-100001000,1751915000,-33464000,0,0,FY,USD,962447000,2128359000,609276000,789468000,93699000,324033000,350292000
DDOG,2023-02-24 16:11:43,-50160000,0001561550,1733795000,346743000,2022-12-31,34629000,-21535000,13094000,-0.16,-0.16,2023-02-24,2022,139413000,1328357000,-38070000,12090000,16535000,34931000,-50160000,0,-50160000,0,18396000,-37160000,1387052000,-58695000,0,0,FY,USD,752351000,1675100000,495288000,634701000,20625000,315410000,315410000
DDOG,2022-02-25 16:36:34,-20745000,0001561550,1047940000,234245000,2021-12-31,22938000,2630000,25568000,-0.0671,-0.0671,2022-02-25,2021,94429000,794539000,-18422000,2323000,21052000,21412000,-20745000,0,-20745000,0,360000,-21786000,813695000,-19156000,0,0,FY,USD,419769000,1028784000,299497000,393926000,734000,309048000,309048000
DECK,2026-05-22 15:06:44,1024071000,0000910521,4209393000,2392579000,2026-03-31,78009000,1328886000,1406895000,7.04,7.02,2026-05-22,2026,0,3061868000,1326356000,302285000,2530000,63613000,1024071000,0,1024071000,0,61083000,-83832000,1816814000,1245054000,0,0,FY,USD,68899000,5454447000,0,1747915000,81302000,145498000,145805000
DECK,2025-05-23 12:55:21,966091000,0000910521,3806520000,2099949000,2025-03-31,68426000,1246816000,1315242000,6.36,6.33,2025-05-23,2025,1213407000,2885663000,1243299000,277208000,3517000,68389000,966091000,0,966091000,0,64872000,-67724000,1706571000,1179092000,0,4290000,FY,USD,56676000,4985612000,432198000,1645605000,64207000,151992000,152670000
DECK,2024-05-24 14:32:03,759563000,0000910521,3360249000,1902275000,2024-03-31,57166000,981505000,1038671000,4.89,4.86,2024-05-24,2024,0,2385488000,978941000,219378000,2564000,52208000,759563000,0,759563000,0,49644000,-53991000,1457974000,927514000,0,-49171000,FY,USD,49171000,4287763000,0,1457974000,51427000,155226000,156288000
DECK,2023-05-26 13:38:57,516822000,0000910521,2974535000,1801916000,2023-03-31,47345000,669524000,716869000,3.25,3.23,2023-05-26,2023,0,1825370000,666082000,149260000,3442000,15563000,516822000,0,516822000,0,12121000,-16773000,1172619000,652751000,0,-38657000,FY,USD,38657000,3627286000,0,1172619000,13331000,159024000,160116000
DECK,2022-05-27 12:43:59,451949000,0000910521,2585632000,1542788000,2022-03-31,42878000,566721000,609599000,2.74,2.71,2022-05-27,2022,0,1607551000,564638000,112689000,2083000,1901000,451949000,0,451949000,0,-182000,-2014000,1042844000,564707000,0,-33344000,FY,USD,33344000,3150339000,0,1042844000,-69000,165048000,166734000
DOCS,2026-05-19 16:08:16,196051000,0001516513,429943000,70326000,2026-03-31,14383000,250005000,264388000,1.05,0.98,2026-05-19,2026,65267000,574537000,250005000,53954000,0,35703000,196051000,0,196051000,0,35703000,-35085000,359617000,214920000,0,0,FY,USD,130702000,644863000,163648000,228915000,35085000,187014000,199048000
DOCS,2025-05-20 16:09:38,223185000,0001516513,342599000,55874000,2025-03-31,10659000,230104000,240763000,1.19,1.11,2025-05-20,2025,45670000,514525000,263574000,40389000,0,35852000,223185000,0,223185000,0,35852000,-2304000,286725000,227800000,0,2304000,FY,USD,93038000,570399000,145713000,191383000,35774000,186841000,201208000
DOCS,2024-05-23 16:10:32,147582000,0001516513,311544000,50669000,2024-03-31,10265000,171814000,182079000,0.78,0.72,2024-05-23,2024,37827000,424753000,185202000,37620000,0,21664000,147582000,0,147582000,0,21664000,-7936000,260875000,163878000,0,7936000,FY,USD,81983000,475422000,133129000,170956000,21324000,190172000,205734000
DOCS,2023-05-26 08:06:34,112818000,0001516513,293944000,53490000,2023-03-31,10283000,133156000,143439000,0.58,0.53,2023-05-26,2023,36745000,365562000,133156000,20338000,0,9287000,112818000,0,112818000,0,9287000,-8048000,240454000,125108000,0,0,FY,USD,80186000,419052000,123523000,160268000,8048000,193176000,213425000
DOCS,2022-05-27 16:31:45,133257000,0001516513,230012000,39787000,2022-03-31,5040000,114005000,119045000,0.81,0.7,2022-05-27,2022,35746000,303761000,114005000,-40778000,0,2148000,154783000,0,154783000,0,2148000,-469000,190225000,113536000,0,0,FY,USD,62350000,343548000,92129000,127875000,469000,163484000,191017000
DOCU,2026-03-18 16:06:42,309085000,0001261333,2920921000,663062000,2026-01-31,226676000,335481000,562157000,1.52,1.48,2026-03-18,2026,388989000,2556438000,347328000,38243000,2546000,40467000,309085000,0,309085000,0,37921000,-36902000,2257859000,298579000,0,0,FY,USD,664985000,3219500000,1203885000,1592874000,48749000,200477000,204675000
DOCU,2025-03-18 16:13:20,1067885000,0001261333,2776811000,621659000,2025-01-31,107804000,249491000,357295000,5.23,5.08,2025-03-18,2025,375983000,2355080000,247941000,-819944000,1550000,49563000,1067885000,0,1067885000,0,48013000,-49563000,2155152000,199928000,0,29721000,FY,USD,588455000,2976739000,1160993000,1536976000,48013000,204329000,210339000
DOCU,2024-03-21 16:30:09,74405000,0001261333,2730248000,572621000,2024-01-31,95062000,100523000,195585000,0.36,0.36,2024-03-21,2024,419621000,2189261000,93679000,19699000,6844000,68889000,73980000,-425000,73980000,0,62045000,-68889000,2157627000,31634000,0,30381000,FY,USD,539488000,2761882000,1168137000,1587758000,62045000,204070000,208950000
DOCU,2023-03-27 10:45:30,-97454000,0001261333,2603946000,536088000,2023-01-31,86255000,-83492000,2763000,-0.49,-0.49,2023-03-27,2023,316228000,1979827000,-89881000,7573000,6389000,4539000,-97454000,0,-97454000,0,-1850000,-4539000,2067858000,-88031000,0,28335000,FY,USD,480584000,2515915000,1242711000,1558939000,-1850000,200903000,200903000
DOCU,2022-03-25 08:53:58,-69976000,0001261333,2169097000,466451000,2022-01-31,81913000,-60471000,21442000,-0.36,-0.36,2022-03-25,2022,232757000,1640762000,-66914000,3062000,6443000,1413000,-69976000,0,-69976000,0,-5030000,-1413000,1702646000,-61884000,0,0,FY,USD,393362000,2107213000,1076527000,1309284000,-5030000,196675000,196675000
DRQ,2026-02-24 16:34:59,83298000,0001042893,845626000,674971000,2025-12-31,60742000,131111000,191853000,1.21,1.2,2026-02-24,2025,0,303280000,128529000,45231000,2582000,0,83298000,0,83298000,0,-2582000,1514000,170655000,132625000,0,41862000,FY,USD,0,978251000,0,128793000,-4096000,69009209,69381412
DRQ,2025-03-03 17:03:09,140325000,0001042893,544353000,428172000,2024-12-31,31207000,0,176449000,2.82,2.77,2025-03-03,2024,0,232631000,142812000,2487000,2430000,0,140325000,0,0,0,-2430000,0,116181000,49075000,0,0,FY,USD,0,660803000,0,116181000,93737000,49727093,50627004
DRQ,2024-08-01 16:15:13,604000,0001042893,422669000,308648000,2023-12-31,30469000,1391000,31715000,0.0177,0.0175,2024-08-01,2023,0,115557000,13468000,12864000,0,8188000,604000,0,604000,0,8188000,0,114021000,1391000,0,0,FY,USD,12649000,424060000,0,101372000,12077000,34174000,34473000
DRQ,2023-03-01 16:03:19,-1624000,0001042893,371881000,265935000,2022-12-31,29507000,-9957000,19464000,0.0129,0.0129,2023-03-01,2022,0,96135000,6770000,6327000,216000,4465000,443000,0,-1624000,0,4249000,0,105946000,-9811000,0,0,FY,USD,11740000,362070000,0,94206000,14660000,34237000,34237000
DRQ,2022-02-23 16:11:51,-128493000,0001042893,372496000,242356000,2021-12-31,30495000,-50048000,-19553000,-3.62,-3.62,2022-02-23,2021,0,80589000,-125547000,2946000,787000,575000,-127996000,497000,-128493000,0,-212000,497000,130140000,-49551000,497000,0,FY,USD,15104000,322945000,0,115036000,-75996000,35331000,35331000
DUOL,2026-02-26 18:35:35,414065000,0001562088,896354000,293865000,2025-12-31,14391000,182410000,196801000,9.05,8.57,2026-02-27,2025,0,743724000,182410000,-231655000,0,45231000,414065000,0,414065000,0,45231000,-41175000,602489000,141235000,0,0,FY,USD,302995000,1037589000,0,299494000,41175000,45773000,48308000
DUOL,2025-02-27 18:27:48,88574000,0001562088,684455000,209189000,2024-12-31,10854000,102306000,113160000,2.04,1.88,2025-02-28,2024,0,538835000,102306000,13732000,0,42697000,88574000,0,88574000,0,42697000,-38737000,475266000,63569000,0,0,FY,USD,232940000,748024000,0,242326000,38737000,43504000,47101000
DUOL,2024-02-28 23:14:37,16067000,0001562088,544030000,147180000,2023-12-31,7095000,17777000,24872000,0.35,0.35,2024-02-29,2023,0,383929000,17777000,1710000,0,31091000,16067000,0,16067000,0,31091000,-30698000,396850000,-12921000,0,0,FY,USD,192702000,531109000,0,204148000,30698000,46522000,46522000
DUOL,2023-02-28 18:21:27,-59574000,0001562088,434054000,103431000,2022-12-31,4870000,-58636000,-53766000,-1.51,-1.51,2023-03-01,2022,0,266064000,-58636000,938000,0,7235000,-59574000,0,-59574000,0,7235000,-5923000,330623000,-64559000,0,0,FY,USD,148944000,369495000,0,181679000,5923000,39470000,39470000
DUOL,2022-03-04 16:21:38,-60135000,0001562088,306870000,69879000,2021-12-31,2726000,-59958000,-57232000,-1.57,-1.57,2022-03-04,2021,0,180893000,-59958000,177000,0,0,-60135000,0,-60135000,0,0,3860000,236991000,-56098000,0,0,FY,USD,103787000,250772000,0,133204000,-3860000,38272000,38272000
EHC,2026-02-26 14:45:35,566200000,0000785161,4882100000,254400000,2025-12-31,327900000,1076200000,1404100000,5.62,5.54,2026-02-26,2025,3411100000,5680800000,953000000,192900000,123200000,0,566200000,0,760100000,-1000000,-123200000,-23100000,4627700000,1053100000,0,1216600000,FY,USD,0,5935200000,0,3411100000,-100100000,100500000,102200000
EHC,2025-02-28 13:47:29,455700000,0000785161,4508700000,3140000000,2024-12-31,299600000,887000000,1186600000,4.53,4.46,2025-02-28,2024,266500000,2233200000,749600000,150200000,137400000,0,455700000,0,599400000,-2800000,-137400000,-22500000,1368700000,864500000,0,1102200000,FY,USD,0,5373200000,0,266500000,-114900000,99900000,102200000
EHC,2024-02-07 16:35:14,352000000,0000785161,3076400000,2818400000,2023-12-31,273900000,731800000,1005700000,3.54,3.47,2024-02-07,2023,201700000,1982800000,607200000,132199999,143500000,0,352000000,0,475000000,-12000000,-143500000,993000000,258000000,1724800000,0,0,FY,USD,0,4801200000,56300000,258000000,-1117600000,99500000,101300000
EHC,2023-02-27 16:20:43,271000000,0000785161,3718400000,2595400000,2022-12-31,243600000,626500000,870100000,2.72,2.7,2023-02-27,2022,209000000,1753200000,450800000,100100000,175700000,0,271000000,0,350700000,15200000,-175700000,3700000,1123000000,630200000,0,914000000,FY,USD,0,4348600000,0,209000000,-179400000,99200000,100400000
EHC,2022-02-25 16:38:15,412200000,0000785161,3355500000,2311500000,2021-12-31,219600000,669300000,888900000,4.15,4.11,2022-02-25,2021,228500000,1703400000,505000000,101900000,164300000,0,412200000,0,403100000,114100000,-164300000,-9900000,1044000000,659400000,0,815500000,FY,USD,0,4014900000,0,228500000,-154400000,99000000,100200000
EME,2026-02-26 07:34:02,1270000000,0000105634,15318700000,13662600000,2025-12-31,173000000,1816200000,1989200000,28.19,28.19,2026-02-26,2025,0,3327400000,1816200000,546200000,0,0,1270000000,0,1270000000,0,0,-144900000,1656100000,1671300000,0,0,FY,USD,0,16990000000,0,1656100000,144900000,45051000,45051000
EME,2025-02-26 07:32:46,1007145000,0000105634,13221253000,11801065000,2024-12-31,133680000,1381161000,1514841000,21.61,21.52,2025-02-26,2024,0,2765051000,1377382000,370237000,3779000,35404000,1007145000,0,1007145000,0,31625000,-36298000,1420188000,1344863000,0,0,FY,USD,0,14566116000,0,1420188000,32519000,46616000,46808000
EME,2024-02-28 07:33:04,632994000,0000105634,11707117000,10493534000,2023-12-31,118965000,890052000,1009017000,13.37,13.31,2024-02-28,2023,0,2089339000,872853000,239524000,17199000,15415000,632994000,0,633329000,0,-1784000,-14296000,1213583000,875756000,0,2350000,FY,USD,0,12582873000,0,1211233000,-2903000,47358467,47564258
EME,2023-02-23 07:33:54,406122000,0000105634,10511243000,9472526000,2022-12-31,108611000,571949000,680560000,8.13,8.1,2023-02-23,2022,0,1603594000,558750000,152628000,13199000,2761000,406122000,0,406122000,0,-10438000,-7072000,1038717000,564877000,0,0,FY,USD,0,11076120000,0,1038717000,-6127000,49931940,50136262
EME,2022-02-24 07:33:33,383532000,0000105634,9372780000,8401843000,2021-12-31,112436000,535374000,647810000,7.09,7.06,2022-02-24,2021,0,1501737000,529303000,145602000,6071000,949000,383532000,0,383701000,0,-5122000,-4574000,970937000,530800000,0,0,FY,USD,0,9903580000,0,970937000,-1497000,54068982,54347534
ENS,2026-05-20 16:17:05,293557000,0001289308,3274764000,2653814000,2026-03-31,113558000,397907000,511465000,7.84,7.7,2026-05-20,2026,0,1097562000,347406000,53849000,67580000,9300000,293557000,0,293557000,0,-58280000,78705000,620950000,476612000,0,620950000,FY,USD,0,3751376000,0,0,-129206000,37439727,38144210
ENS,2025-05-21 16:15:49,363735000,0001289308,3152893000,2525175000,2025-03-31,100876000,457693000,558569000,9.15,8.99,2025-05-21,2025,0,1092404000,406577000,42842000,51116000,0,363735000,0,363735000,0,-51116000,6993000,627718000,464686000,0,627718000,FY,USD,0,3617579000,0,0,-58109000,39761000,40439000
ENS,2024-05-22 16:17:08,269096000,0001289308,3230301000,2598980000,2024-03-31,92021000,342139000,434160000,6.62,6.5,2024-05-22,2024,0,982891000,292185000,23089000,49954000,0,269096000,0,269096000,0,-49954000,9431000,631321000,351570000,0,631321000,FY,USD,0,3581871000,0,0,-59385000,40669392,41371439
ENS,2023-05-24 16:16:38,175810000,0001289308,3430218000,2868441000,2023-03-31,91153000,270168000,361321000,4.31,4.25,2023-05-24,2023,0,840138000,210639000,34829000,59529000,0,175810000,0,175810000,0,-59529000,8193000,561777000,278361000,0,561777000,FY,USD,0,3708579000,0,0,-67722000,40809235,41326755
ENS,2022-05-25 16:17:24,143911000,0001289308,3151068000,2607351000,2022-03-31,95878000,211716000,307594000,3.42,3.36,2022-05-25,2022,0,749968000,173939000,30028000,37777000,0,143911000,0,143911000,0,-37777000,-5465000,543717000,206251000,0,543717000,FY,USD,0,3357319000,0,0,-32312000,42106337,42783373
ENVA,2026-02-20 09:01:44,308389000,0001529864,2412221000,1571691000,2025-12-31,41831000,487990000,529821000,12.26,11.58,2026-02-20,2025,169722000,1579962000,401034000,92645000,169570000,0,308389000,0,308389000,0,-169570000,251442000,840530000,739432000,0,-17774000,FY,USD,67505000,3151653000,621077000,790799000,-338398000,24758000,26357000
ENVA,2025-02-18 16:15:36,209448000,0001529864,2073042000,1418793000,2024-12-31,40207000,294316000,334523000,7.78,7.43,2025-02-18,2024,156524000,1239007000,271101000,61653000,0,0,209448000,0,209448000,0,0,290442000,654249000,584758000,0,-25844000,FY,USD,0,2657800000,523569000,680093000,-313657000,26920000,28202000
ENVA,2024-02-23 16:16:07,175121000,0001529864,1695504000,1082496000,2023-12-31,38157000,227356000,265513000,5.71,5.49,2024-02-23,2023,160265000,1035143000,227247000,52126000,194779000,0,175121000,0,175121000,0,-194779000,194779000,613008000,422135000,0,38283000,FY,USD,0,2117639000,414460000,574725000,-194888000,30673000,31921000
ENVA,2023-02-24 16:20:41,207424000,0001529864,1352093000,734408000,2022-12-31,36867000,268105000,304972000,6.42,6.19,2023-02-24,2022,140464000,1001677000,272574000,65150000,115887000,0,207424000,0,207424000,0,-115887000,115887000,617685000,383992000,0,94648000,FY,USD,0,1736085000,382573000,523037000,-111418000,32290000,33482999
ENVA,2022-02-28 17:08:28,256295000,0001529864,794869000,260181000,2021-12-31,35375000,336554000,371929000,7.05,6.79,2022-02-28,2021,156962000,947751000,337155000,80087000,76509000,0,256295000,0,257068000,0,-76509000,76509000,534688000,413063000,0,106566000,FY,USD,0,1207932000,271160000,428122000,-75908000,36351000,37736000
ESMT,2023-02-23 07:48:48,20593000,0001863105,287462000,71850000,2022-12-31,22186000,19872000,38644000,0.13,0.12,2023-02-23,2022,56746000,232070000,19389000,-1204000,483000,483000,20593000,0,20593000,0,0,-3414000,215612000,16458000,0,9449000,FY,USD,48696000,303920000,100721000,157467000,2931000,163816582,169170991
ESMT,2022-03-03 16:51:45,-8965000,0001863105,216453000,55122000,2021-12-31,18190000,-2297000,18017000,-0.0591,-0.0591,2022-03-03,2021,45533000,161158000,-9587000,-622000,8228000,7028000,-8965000,0,-8965000,0,-1200000,1062000,161331000,-297000,0,9448000,FY,USD,33382000,216280000,72968000,118501000,-8352000,149419156,151609440
ESMT,2020-12-31 00:00:00,-6678000,0001863105,143218000,37593000,2020-12-31,16811000,604000,17415000,-0.0444,-0.0444,2020-12-31,2020,26866000,108964000,-9304000,-2626000,9908000,9908000,-6678000,0,-6678000,0,0,2691000,105625000,3295000,0,9390000,FY,USD,20788000,146557000,48581000,75447000,-12599000,147778379,150323994
ESMT,2019-12-31 00:00:00,-53544000,0001863105,132834000,24841000,2019-12-31,13517000,-50610000,-37093000,-0.41,-0.41,2019-12-31,2019,41241000,57591000,-48942000,4602000,0,7798000,-53544000,0,-53544000,0,7798000,0,107993000,-50610000,0,0,FY,USD,23723000,82432000,35503000,76744000,1668000,131930769,131930769
EXEL,2026-02-10 16:32:29,782570000,0000939767,1447935000,83697000,2026-01-02,29055000,892701000,921756000,2.88,2.78,2026-02-10,2025,467027000,2236429000,941206000,158636000,0,69213000,782570000,0,782570000,0,69213000,-20510000,1364238000,872191000,0,20510000,FY,USD,825001000,2320126000,51700000,518727000,69015000,271567000,281863000
EXEL,2025-02-11 16:26:22,521267000,0000939767,1564084000,76216000,2025-01-03,28803000,689949000,718752000,1.8,1.76,2025-02-11,2024,492128000,2092485000,681640000,160373000,0,77156000,521267000,0,521267000,0,77156000,-85332000,1487868000,604617000,0,85332000,FY,USD,910408000,2168701000,0,492128000,77023000,290030000,296132000
EXEL,2024-02-06 16:49:11,207765000,0000939767,1659323000,72547000,2023-12-31,25717000,257521000,283238000,0.65,0.65,2024-02-06,2023,502705000,1757661000,257521000,49756000,0,86543000,207765000,0,207765000,0,86543000,-86636000,1586776000,170885000,0,1,FY,USD,1044070999,1830208000,40000000,542705000,86636000,318151000,321464000
EXEL,2023-02-07 16:22:01,182282000,0000939767,1409578000,57909000,2022-12-31,20875000,234352000,255227000,0.57,0.56,2023-02-07,2022,418256000,1553153000,234352000,52070000,0,33065000,182282000,0,182282000,0,33065000,-32868000,1351669000,201484000,0,-197000,FY,USD,891813000,1611062000,41600000,459856000,32868000,321526000,324556000
EXEL,2022-02-18 17:05:22,231063000,0000939767,1148304000,52873000,2021-12-31,13630000,294154000,307784000,0.73,0.72,2022-02-18,2021,369915000,1382097000,294154000,63091000,0,7672000,231063000,0,231063000,0,7672000,-7488000,1095431000,286666000,0,-184000,FY,USD,693716000,1434970000,31800000,401715000,7488000,314884000,322359000
EXLS,2026-02-24 16:18:38,251019000,0001297989,1773929000,1286603000,2025-12-31,59084000,332663000,391747000,1.56,1.54,2026-02-24,2025,255308000,801076000,315052000,63728000,17611000,9644000,251019000,0,251019000,0,-7967000,-18913000,487326000,313750000,0,59084000,FY,USD,0,2087679000,172934000,428242000,1302000,161028312,162481586
EXLS,2025-02-25 16:20:41,198297000,0001297989,1574752000,1147359000,2024-12-31,76985000,280603000,357588000,1.22,1.21,2025-02-25,2024,225672000,691013000,261233000,62936000,19256000,9921000,198297000,0,198297000,0,-9335000,-16983000,427393000,263620000,0,55219000,FY,USD,0,1838372000,146502000,372174000,-2387000,162719000,164322000
EXLS,2024-02-29 14:37:54,184558000,0001297989,1391913000,1022902000,2023-12-31,70468000,251121000,321589000,1.11,1.1,2024-02-29,2023,198294000,607766000,238094000,53536000,13180000,8027000,184558000,0,184558000,0,-5153000,-12366000,369011000,238755000,0,50490000,FY,USD,0,1630668000,120227000,318521000,-661000,166341213,168161371
EXLS,2023-02-23 16:35:08,142968000,0001297989,1219882000,896595000,2022-12-31,77885000,198351000,276236000,0.86,0.85,2023-02-23,2022,169016000,515449000,190533000,47565000,8252000,5229000,142968000,0,142968000,0,-3023000,-6189000,323287000,192162000,0,56282000,FY,USD,0,1412044000,97989000,267005000,-1629000,166651585,169169290
EXLS,2022-02-24 17:31:42,114758000,0001297989,966412000,690934000,2021-12-31,75458000,154122000,229580000,0.68,0.67,2022-02-24,2021,142040000,431359000,146608000,31850000,7561000,2726000,114758000,0,114758000,0,-4835000,1759000,275478000,155881000,0,49132000,FY,USD,0,1122293000,84306000,226346000,-9273000,167746375,171222390
